Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2023 12:00,14/2/2023 16:00,14/2/2023 20:00,15/2/2023 00:00,15/2/2023 04:00,15/2/2023 08:00,15/2/2023 12:00,15/2/2023 16:00,15/2/2023 20:00,16/2/2023 00:00,16/2/2023 04:00,16/2/2023 08:00,16/2/2023 12:00,16/2/2023 16:00,16/2/2023 20:00,17/2/2023 00:00,17/2/2023 04:00,17/2/2023 08:00,17/2/2023 12:00,17/2/2023 16:00,17/2/2023 20:00,18/2/2023 00:00,18/2/2023 04:00,18/2/2023 08:00,18/2/2023 12:00,18/2/2023 16:00,18/2/2023 20:00,19/2/2023 00:00,19/2/2023 04:00,19/2/2023 08:00,19/2/2023 12:00,19/2/2023 16:00,19/2/2023 20:00,20/2/2023 00:00,20/2/2023 04:00,20/2/2023 08:00,20/2/2023 12:00,20/2/2023 16:00,20/2/2023 20:00,21/2/2023 00:00,21/2/2023 04:00,21/2/2023 08:00,21/2/2023 12:00,21/2/2023 16:00,21/2/2023 20:00,22/2/2023 00:00,22/2/2023 04:00,22/2/2023 08:00,22/2/2023 12:00,22/2/2023 16:00,22/2/2023 20:00,23/2/2023 00:00,23/2/2023 04:00,23/2/2023 08:00,23/2/2023 12:00,23/2/2023 16:00,23/2/2023 20:00,24/2/2023 00:00,24/2/2023 04:00,24/2/2023 08:00,24/2/2023 12:00,24/2/2023 16:00,24/2/2023 20:00,25/2/2023 00:00,25/2/2023 04:00,25/2/2023 08:00,25/2/2023 12:00,25/2/2023 16:00,25/2/2023 20:00,26/2/2023 00:00,26/2/2023 04:00,26/2/2023 08:00,26/2/2023 12:00,26/2/2023 16:00,26/2/2023 20:00,27/2/2023 00:00,27/2/2023 04:00,27/2/2023 08:00,27/2/2023 12:00,27/2/2023 16:00,27/2/2023 20:00,28/2/2023 00:00,28/2/2023 04:00,28/2/2023 08:00,28/2/2023 12:00,28/2/2023 16:00,28/2/2023 20:00,1/3/2023 00:00,1/3/2023 04:00,1/3/2023 08:00,1/3/2023 12:00,1/3/2023 16:00,1/3/2023 20:00,2/3/2023 00:00,2/3/2023 04:00,2/3/2023 08:00,2/3/2023 12:00,2/3/2023 16:00,2/3/2023 20:00,3/3/2023 00:00,3/3/2023 04:00,3/3/2023 08:00,3/3/2023 12:00,3/3/2023 16:00,3/3/2023 20:00,4/3/2023 00:00,4/3/2023 04:00,4/3/2023 08:00,4/3/2023 12:00,4/3/2023 16:00,4/3/2023 20:00,5/3/2023 00:00,5/3/2023 04:00,5/3/2023 08:00,5/3/2023 12:00,5/3/2023 16:00,5/3/2023 20:00,6/3/2023 00:00,6/3/2023 04:00,6/3/2023 08:00,6/3/2023 12:00,6/3/2023 16:00,6/3/2023 20:00,7/3/2023 00:00,7/3/2023 04:00,7/3/2023 08:00,7/3/2023 12:00,7/3/2023 16:00,7/3/2023 20:00
940 110012305980,w1637,940 110012565614,2945,No Shade,,5,7,7,4,,,9,4,6,2,1,8,5,4,2,2,20,6,2,2,7,5,10,12,4,32,9,6,19,,8,3,2,8,4,13,2,9,19,6,9,9,6,7,17,20,24,2,14,6,5,7,8,5,10,12,2,11,6,16,39,17,11,2,3,47,19,23,5,12,14,1,11,17,4,5,11,6,8,21,9,13,6,15,7,6,47,6,7,18,42,42,6,10,12,,2,17,14,9,12,1,4,4,4,5,11,5,9,7,42,11,1,,,,,,,,,,,,,,,
940 110012305980,w1637,940 110009539482,W1619,No Shade,,10,4,2,31,103,83,3,5,3,10,,,12,3,1,3,2,6,4,5,4,2,,1,7,3,15,6,4,1,5,2,8,3,7,3,5,3,5,7,4,3,5,,8,2,,,,2,4,18,18,6,8,5,,10,15,14,,7,6,,3,7,4,2,8,1,8,3,7,1,8,2,19,6,6,10,19,10,3,3,4,,2,6,3,4,,3,2,4,4,1,15,21,12,2,6,3,6,3,5,3,6,1,6,15,53,31,2,2,,,,,,,,,,,,,,
940 110012305980,w1637,940 110009541593,3767,No Shade,,15,1,14,,6,,3,5,8,,,8,2,4,2,,1,,5,10,3,6,7,9,,5,3,6,7,8,1,20,8,68,2,3,9,2,17,5,16,9,4,4,5,6,5,14,13,4,3,,5,28,16,1,1,5,10,4,4,1,69,6,33,3,10,12,2,2,2,6,4,7,6,6,12,25,16,12,13,25,29,6,16,7,1,1,12,12,5,22,,4,4,36,5,6,5,4,16,17,7,2,12,4,11,,3,10,57,14,100,7,3,2,6,2,1,,,22,,,,,,
940 110012305980,w1637,940 110006544321,2597,No Shade,,,1,6,3,22,1,7,10,6,30,5,1,20,5,7,10,7,3,2,23,11,4,2,28,10,6,4,13,5,5,4,1,5,7,3,4,5,5,6,5,20,11,13,11,11,15,8,12,10,12,20,11,6,5,18,6,5,5,6,2,27,11,12,19,5,6,2,7,11,3,11,,24,32,5,2,4,6,2,5,5,10,38,3,5,3,23,3,10,12,1,1,2,19,10,6,13,15,19,4,7,2,5,3,8,2,18,,16,5,1,5,22,12,10,12,7,8,30,7,,,,,,,,
940 110012305980,w1637,940 110009539281,w192005,No Shade,1,5,7,8,,,3,10,1,14,4,8,,8,6,6,,2,14,6,11,1,,10,7,11,1,1,7,26,4,4,4,5,1,3,,15,2,35,6,9,4,15,4,18,2,5,,2,5,4,3,2,5,9,3,,6,24,16,7,3,1,5,,4,,5,4,15,1,4,15,3,9,,5,6,8,4,15,7,18,15,5,,1,1,4,15,,1,,4,5,13,10,2,6,18,11,6,38,4,3,3,6,7,9,6,5,8,1,9,33,8,1,6,41,1,12,23,,,,,,
940 110012305980,w1637,940 110009538415,w192410,No Shade,,4,5,4,6,13,6,1,2,4,1,9,4,,5,6,,7,1,,5,4,1,12,1,,28,1,4,5,11,3,6,5,2,13,18,4,5,9,10,5,2,6,4,1,4,1,4,5,5,7,4,,,12,26,32,2,7,46,,9,6,5,19,8,8,1,3,1,11,2,3,6,19,8,12,9,5,6,15,20,19,11,5,17,11,6,4,5,2,9,13,9,6,,1,10,1,11,4,11,2,2,10,5,3,,7,2,2,16,7,5,6,5,,,,,,,,,,,,
940 110012305980,w1637,940 110012554430,2530,No Shade,,4,9,6,15,24,9,2,3,10,4,2,5,1,7,16,2,8,17,2,4,4,1,14,9,4,6,9,,10,3,2,3,9,36,4,5,9,17,8,6,3,4,2,35,2,17,4,1,3,11,5,15,7,2,10,3,3,8,27,5,4,4,5,3,10,18,10,7,4,3,13,1,9,9,1,13,17,9,2,9,16,4,22,34,11,15,43,2,7,25,7,4,2,10,5,8,1,2,20,2,14,19,24,10,12,7,14,4,8,21,45,8,,2,6,13,18,12,5,16,6,7,,,,,,
940 110012305980,w1637,940 110009538618,w192356,No Shade,,2,6,9,6,2,,4,11,3,10,7,,,8,14,4,4,1,3,3,12,3,,,4,5,8,8,3,5,9,23,7,1,5,4,5,13,,12,3,2,5,4,4,2,16,,38,11,6,5,5,1,5,3,3,2,14,2,4,1,2,,,1,2,,,1,1,3,2,,3,,1,,,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305980,w1637,940 110009423027,2635,No Shade,,4,12,7,9,7,18,10,2,3,2,5,28,1,8,4,6,2,,4,4,4,3,2,9,5,15,3,3,4,14,115,8,6,3,4,,4,1,2,15,10,34,17,12,4,3,1,23,35,9,10,14,2,2,11,30,17,3,4,2,14,4,4,1,4,2,4,9,9,6,9,6,8,21,4,15,10,12,8,8,14,24,19,3,7,10,1,11,6,12,4,37,2,28,15,11,2,2,8,11,15,24,43,28,7,5,19,19,6,6,18,13,,,16,11,1,9,13,31,6,4,,,,,,
940 110012305980,w1637,940 110012565504,2466,No Shade,1,11,7,3,2,4,14,5,43,8,10,11,36,8,4,3,1,10,1,7,4,5,3,,2,2,6,4,2,8,4,7,4,5,5,1,1,4,3,,3,4,18,9,5,15,15,21,21,16,11,4,14,7,22,10,4,39,10,6,8,6,5,8,6,30,31,4,3,11,4,3,6,9,7,8,,7,27,10,13,11,27,40,28,3,7,2,3,13,20,5,3,3,9,6,14,4,2,3,4,12,26,2,43,15,21,9,14,6,21,4,1,27,3,4,4,6,60,37,32,7,27,,,,,,
940 110012305980,w1637,940 110006720535,w192402,No Shade,,3,5,9,2,4,1,13,13,10,3,1,,6,10,13,10,8,1,7,5,5,6,1,1,10,10,7,4,6,,,1,4,8,6,1,11,6,1,14,4,1,9,5,9,14,4,,2,12,25,16,9,5,6,6,6,1,,37,3,5,15,15,3,,21,9,6,22,8,1,2,8,9,17,5,1,8,18,18,20,,,1,7,3,5,4,,4,2,3,11,6,,16,13,23,9,1,1,8,4,2,2,10,1,6,9,7,5,2,,1,15,8,2,9,,16,20,,,,,,
940 110012305980,w1637,940 110009539817,2540,No Shade,,3,9,,4,1,,5,11,8,6,8,1,2,9,5,1,1,3,,7,4,8,1,10,1,8,43,3,4,8,3,7,6,11,6,,2,2,9,1,2,15,3,23,4,5,26,5,15,12,8,3,28,4,9,3,29,14,3,20,4,5,16,1,13,11,4,4,9,3,6,1,3,3,23,17,6,3,3,10,5,23,9,,10,1,1,1,4,,2,5,4,4,1,,6,4,5,9,3,1,1,11,10,6,20,2,6,8,4,5,5,,1,18,5,14,4,,2,19,,,,,,
940 110012305980,w1637,940 110009540984,W9513,No Shade,,4,11,32,3,3,,5,12,8,12,3,,8,7,5,2,2,,15,2,4,10,19,10,13,9,2,25,,5,1,4,8,3,25,4,3,6,7,5,2,5,8,8,1,3,3,1,6,6,4,7,39,13,10,5,2,14,1,40,2,2,7,23,12,2,6,2,4,17,6,7,6,5,4,,4,2,2,11,18,26,6,19,7,5,,1,5,12,2,1,1,8,7,5,32,6,6,4,5,10,4,4,1,1,2,,5,13,2,8,9,3,8,16,,5,4,2,8,1,,,,,,
940 110012305980,w1637,940 110009538917,2342,No Shade,2,10,6,12,8,,,2,1,3,,,,3,4,14,2,12,5,,5,2,1,3,2,1,4,4,1,14,9,5,16,11,9,3,4,1,3,5,10,8,,7,10,7,8,,17,4,3,4,1,10,1,11,3,6,6,3,2,1,,4,4,1,1,5,19,12,7,4,4,11,14,3,5,3,5,2,7,4,14,2,3,3,1,9,3,1,1,2,6,10,5,2,8,3,10,9,6,,1,3,8,8,2,6,3,5,12,2,2,6,,9,6,4,,,,5,13,,,,,,
940 110012305980,w1637,940 110009539843,2388,No Shade,,5,7,6,1,,11,3,3,40,5,3,14,12,9,10,1,4,2,7,8,9,7,7,8,10,7,6,2,7,12,1,7,12,3,4,3,14,8,10,6,7,9,2,9,9,3,5,3,7,7,6,4,41,7,14,20,6,3,4,6,4,6,5,5,3,1,16,6,13,29,1,7,18,7,31,14,4,9,4,6,3,14,34,2,9,2,31,12,31,8,9,2,10,4,15,1,4,23,3,11,4,15,10,4,27,6,7,,4,16,4,3,,,,,,,,,,,,,,,,
940 110012305980,w1637,940 110009422875,2517,No Shade,,4,6,17,4,1,11,7,11,7,,19,12,1,4,15,4,4,1,2,11,4,7,24,3,,5,9,2,8,5,6,6,4,2,2,2,3,2,1,5,11,4,8,6,8,5,5,14,5,21,6,7,20,4,2,6,,,3,7,5,20,18,8,3,3,5,38,18,12,9,17,5,8,7,25,36,12,,8,5,31,2,6,6,8,4,5,9,2,,25,14,8,5,16,18,5,1,8,3,3,5,6,15,1,5,2,12,17,17,4,8,11,5,13,2,23,36,,2,,,,,,,
940 110012305980,w1637,940 110009539369,W841,No Shade,,1,10,8,6,19,11,6,2,7,,1,2,2,4,6,4,3,12,3,2,7,7,30,4,4,24,4,6,8,9,8,8,3,4,,,5,6,13,20,21,5,2,8,6,4,1,25,3,6,4,4,4,7,25,15,3,5,17,3,2,19,10,5,10,7,3,2,12,2,8,7,29,10,12,2,16,3,19,9,9,20,21,31,6,4,2,20,38,25,12,,15,6,1,22,3,6,12,7,13,18,7,7,7,6,11,30,40,3,10,8,24,28,4,8,6,10,20,51,1,8,,,,,,
940 110012305980,w1637,940 110012553572,2528,No Shade,,2,,1,1,,12,5,38,11,4,16,16,12,7,11,11,6,13,8,3,6,,9,10,2,8,2,9,15,9,19,5,11,,5,3,3,7,6,3,2,9,3,42,4,1,7,11,5,7,3,7,45,11,24,10,40,9,6,1,6,9,3,1,5,10,4,11,9,8,22,10,4,12,3,,8,14,16,7,1,14,37,31,11,10,14,,16,8,2,1,4,4,12,15,1,2,3,9,2,18,17,4,4,1,9,33,15,5,2,5,2,40,30,27,4,5,36,36,19,,,,,,,
940 110012305980,w1637,940 110006545070,2898,No Shade,,3,12,9,3,,3,16,11,12,5,12,29,6,8,6,1,13,,23,7,4,1,,4,14,4,6,2,7,7,10,16,4,3,3,5,7,9,,7,7,8,3,13,9,9,4,13,12,12,20,15,20,6,4,16,1,8,43,11,11,38,15,6,3,6,42,46,64,1,8,11,1,30,22,5,4,13,1,5,11,21,19,12,6,6,2,11,1,7,3,23,9,2,16,3,13,4,6,30,10,2,13,16,5,17,5,8,3,9,18,7,3,,7,1,3,7,1,,10,35,,,,,,
940 110012305980,w1637,940 110012567070,W280,No Shade,,2,3,,,,,1,3,2,4,12,24,2,24,6,2,3,18,2,5,6,6,2,4,1,2,3,,4,4,2,5,,1,1,12,2,10,1,3,5,25,,10,2,11,1,28,12,14,2,6,5,27,3,2,1,4,48,15,8,,3,6,4,50,25,12,6,1,10,13,6,2,5,,18,19,15,6,16,13,30,6,4,5,3,6,4,5,9,2,4,6,6,14,24,4,4,5,6,4,13,31,8,11,2,,9,10,5,4,5,1,18,2,3,47,4,,,,,,,,,
940 110012305980,w1637,940 110009423147,W229,No Shade,1,1,1,6,,1,1,13,4,7,1,2,1,3,4,19,6,8,,1,6,10,5,2,1,3,1,1,1,3,13,19,9,3,3,15,3,10,3,2,12,4,5,12,2,17,12,3,7,14,4,6,4,2,4,11,4,6,5,1,1,2,3,11,2,14,24,5,5,6,4,10,7,3,6,26,5,8,9,9,3,15,16,39,26,10,6,9,1,11,4,7,1,12,14,10,4,4,19,24,7,22,13,17,7,9,3,15,11,16,11,,11,37,11,10,13,5,6,1,50,16,6,,,,,,
940 110012305980,w1637,940 110009540753,Y422,No Shade,,16,2,,5,,,1,,3,3,1,,2,15,5,4,,,2,23,5,,,5,,2,24,32,7,,,2,9,1,61,47,28,7,,3,1,,1,,2,15,4,,2,5,9,1,2,1,1,7,6,18,6,,5,1,7,8,21,,1,29,18,11,1,8,26,5,14,2,6,4,,2,81,33,1,,4,12,2,,1,,4,6,5,,1,3,3,3,5,8,,3,6,2,5,4,1,,2,12,5,2,1,,1,,,,,,,,,,,,,
940 110012305980,w1637,940 110006544447,3720,No Shade,,2,2,5,1,,,5,1,9,6,,,3,7,8,6,,1,14,10,7,1,1,,2,16,7,4,6,3,3,22,3,20,3,21,4,1,11,2,9,,7,11,4,27,3,,1,7,6,2,,2,7,3,1,13,51,,1,1,3,7,11,,14,9,8,3,2,2,10,9,7,5,10,4,30,4,35,12,6,1,3,4,2,,4,2,,5,9,5,5,4,7,2,1,,1,,13,6,5,8,14,1,6,5,1,6,6,3,9,14,4,2,1,1,20,1,,,,,,
940 110012305980,w1637,940 110009540194,2930,No Shade,1,5,8,2,8,33,8,3,6,3,2,1,,,6,12,6,2,1,1,12,3,7,,1,7,6,2,7,,12,5,5,13,,5,21,2,6,8,6,5,3,2,5,7,4,6,7,17,6,3,7,16,12,13,7,6,5,7,5,5,41,4,7,14,40,29,8,6,8,9,2,7,4,6,11,10,3,4,10,16,22,8,,3,4,4,4,11,,2,3,1,15,,,12,13,1,3,13,6,5,4,2,2,2,5,11,6,4,5,23,,8,12,3,3,45,,7,3,,,,,,
940 110012305980,w1637,940 110009539352,2677,No Shade,2,2,7,21,5,7,1,4,1,5,6,,,1,7,1,,,1,9,6,4,9,1,1,18,12,2,3,28,1,1,12,2,5,8,1,2,1,,15,7,2,12,4,9,2,2,19,14,4,7,,6,17,23,2,5,15,11,2,4,4,,6,3,,10,2,5,6,7,1,,7,4,16,8,6,10,6,4,23,2,,7,3,5,4,,2,4,10,7,4,27,,28,6,13,1,15,9,9,12,12,20,4,,1,5,1,3,,,2,14,,12,20,,,,,,,,,
940 110012305980,w1637,940 110009540139,2695,No Shade,,69,15,15,7,,1,8,17,2,4,,,,10,10,3,8,,3,2,2,2,,,3,6,12,7,4,,3,9,15,1,4,6,1,4,4,9,2,1,23,3,9,10,1,,7,32,6,6,15,7,10,6,16,6,2,,22,5,8,1,2,,10,7,8,7,2,2,5,23,31,35,13,5,2,14,2,6,3,,9,8,18,3,5,,2,10,9,9,,,1,21,7,5,1,,4,9,17,8,3,,10,5,9,6,3,,11,8,,,,,,,,,,,,
940 110012305980,w1637,940 110009538976,2583,No Shade,,8,6,12,7,7,2,17,6,4,7,9,,9,10,2,1,,,1,4,7,7,3,2,,7,1,5,5,2,4,13,11,5,3,14,3,1,1,7,9,,10,10,,5,3,,8,7,8,7,4,7,5,6,13,3,4,7,,,3,2,2,,11,,7,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305980,w1637,940 110009538609,Y1102,No Shade,,7,7,7,6,1,,,5,8,17,5,1,1,9,12,4,15,2,3,10,3,6,3,34,1,5,7,6,7,,5,6,10,4,11,16,10,8,22,2,2,9,1,7,12,3,7,,3,15,15,4,14,11,3,2,13,3,1,,6,16,16,6,4,4,3,10,20,10,14,23,22,9,13,6,5,3,3,,5,26,2,2,9,9,28,7,2,1,2,18,15,10,3,,9,8,5,10,17,5,4,6,1,3,1,7,6,15,6,13,36,11,5,19,2,7,2,,11,9,,,,,,
940 110012305980,w1637,940 110006720825,2567,No Shade,,2,12,10,12,4,5,5,13,6,3,2,,7,9,3,,3,3,3,6,11,6,4,3,1,10,4,2,7,3,3,3,2,11,1,,3,1,8,5,2,1,7,10,29,7,8,,7,3,9,8,3,3,14,1,1,7,1,,7,3,5,2,7,,3,16,14,12,6,1,,14,3,4,6,1,7,11,5,16,2,,3,4,2,10,6,4,6,15,4,6,4,,30,4,9,13,1,,5,5,8,10,5,,4,18,9,14,7,,13,28,14,2,5,,2,,,,,,,
940 110012305980,w1637,940 110012553817,W1771,No Shade,1,7,4,4,12,8,,2,,6,,4,,2,1,26,11,9,1,8,4,6,,2,13,,5,4,1,,7,9,8,3,1,1,34,4,9,18,3,9,1,1,7,21,15,7,18,4,11,12,1,3,13,9,17,,6,25,7,33,13,7,18,10,34,5,5,8,,3,14,2,4,2,,8,10,1,27,67,36,6,9,4,,1,5,14,2,19,3,2,,12,13,2,15,8,8,9,13,3,3,3,3,6,6,3,12,2,4,16,42,8,,8,,4,1,6,14,,,,,,
940 110012305980,w1637,940 110006544551,W192170,No Shade,,2,1,19,2,3,,5,4,2,3,,13,72,14,26,10,,3,5,5,40,8,2,3,6,33,2,7,1,,2,10,8,,3,2,3,6,8,6,6,5,10,20,1,,7,8,9,27,3,2,2,5,3,8,,2,7,2,3,3,6,,3,9,9,,22,8,1,11,7,13,27,8,8,17,1,5,43,18,44,20,7,13,9,4,4,2,2,9,4,7,9,9,5,2,,4,16,,3,9,22,11,1,3,16,6,4,5,4,2,10,1,8,2,,,,,,,,,,
940 110012305980,w1637,940 110009539773,2968,No Shade,,15,4,2,8,1,5,,6,9,,4,,13,6,7,12,19,3,,2,4,4,4,1,5,5,3,16,36,9,11,14,13,4,2,,4,7,7,2,,5,3,6,4,4,4,12,4,8,10,19,1,1,4,13,6,8,3,8,2,3,5,2,19,19,6,7,7,2,2,10,13,5,10,5,10,1,2,4,36,33,18,25,15,6,7,6,4,2,13,9,5,4,9,16,4,3,5,9,9,2,6,2,4,6,8,4,12,6,6,7,22,17,3,15,4,4,23,35,,,,,,,,
940 110012305980,w1637,940 110009540395,Y452,No Shade,1,5,14,6,2,,,5,16,6,2,3,1,23,2,12,10,5,1,4,10,2,13,1,4,8,6,4,4,9,2,6,1,10,6,1,25,7,6,1,5,,3,3,23,8,7,13,5,15,5,7,5,4,2,10,6,3,9,1,,6,3,7,,,54,1,,9,49,22,8,10,15,22,13,4,12,2,3,2,33,18,3,5,8,1,7,3,1,5,7,1,6,4,6,1,3,8,10,2,1,6,1,6,1,9,,3,10,3,14,,,4,6,6,60,,,,,,,,,,
940 110012305980,w1637,940 110012565516,Y1053,No Shade,,5,3,4,6,25,7,2,5,6,11,,1,4,2,4,2,4,10,6,8,19,1,12,11,3,2,8,8,13,1,2,26,8,,7,2,4,17,,2,6,2,,17,10,10,6,4,18,11,3,8,6,28,5,6,16,3,1,3,20,,2,3,18,6,13,7,5,1,6,1,3,15,6,2,5,14,14,2,,19,19,3,1,1,15,3,13,3,1,1,2,5,3,13,2,1,5,12,14,5,14,2,6,5,4,2,4,8,5,,1,2,8,2,92,,12,4,1,42,,,,,,
940 110012305980,w1637,940 110006543882,W293,No Shade,1,7,18,8,7,,6,7,1,2,,4,,4,2,7,,,2,2,3,11,2,4,,12,1,7,7,7,8,12,8,12,5,6,,7,23,5,6,5,11,12,13,8,5,4,8,8,9,4,4,9,8,16,14,24,8,10,2,1,2,6,5,13,1,3,5,6,5,10,19,10,14,5,2,6,29,23,8,2,11,12,50,1,2,4,5,12,22,1,1,2,,9,,9,4,5,2,12,19,22,9,29,14,13,28,13,17,30,6,4,10,,10,4,6,49,41,,,,,,,,
940 110012305980,w1637,940 110009538595,2672,No Shade,,4,3,4,2,9,21,13,4,2,5,1,6,2,12,19,7,7,5,1,5,3,1,2,30,6,2,4,10,,8,9,9,12,17,4,5,1,7,1,5,2,11,6,1,19,25,9,11,14,6,5,1,,7,6,9,4,8,1,3,1,4,1,2,,4,3,1,2,27,,7,5,2,2,3,2,17,18,8,3,3,10,7,12,7,39,2,7,14,5,1,2,1,5,2,1,6,24,2,6,5,12,1,3,,10,17,10,9,4,13,,7,5,12,20,48,39,23,4,6,,,,,,
940 110012305980,w1637,940 110009541386,W1540,No Shade,,5,1,1,11,,,,9,4,5,4,21,1,7,1,5,,,4,6,2,13,3,2,2,34,13,7,2,10,14,9,5,5,31,2,3,4,,5,9,7,4,4,9,17,5,14,10,14,5,2,,,7,2,4,4,7,3,8,4,4,7,31,4,12,13,11,11,1,1,5,6,8,1,10,5,12,3,32,13,,2,6,3,9,4,5,10,9,41,5,6,7,12,8,4,1,7,7,10,9,3,8,28,6,,14,13,18,6,23,3,4,15,18,9,2,,1,,,,,,,
940 110012305980,w1637,940 110009540871,W192301,No Shade,,4,9,3,10,23,17,7,5,6,6,5,,1,5,3,,10,1,3,2,3,3,1,1,2,5,10,,10,10,,3,,1,1,13,2,5,5,2,7,11,8,9,1,5,15,8,10,6,17,21,29,6,9,10,20,4,2,9,1,6,8,12,4,1,4,7,6,3,1,11,4,13,6,10,4,8,29,16,11,30,8,2,7,7,16,4,1,1,7,4,18,12,13,21,6,5,5,10,25,14,6,11,8,4,12,27,7,6,8,,7,8,2,6,10,2,4,2,9,,,,,,,
940 110012305980,w1637,940 110012566859,2536,No Shade,,4,6,10,4,4,11,6,,31,1,3,11,1,3,6,11,4,5,6,35,5,16,33,7,2,4,6,7,4,6,21,7,20,4,3,6,13,8,13,5,4,6,2,10,5,13,15,12,7,13,6,12,4,4,22,2,18,7,13,9,4,16,7,7,,16,5,3,10,5,8,4,10,14,6,1,8,1,18,14,4,26,21,21,30,10,3,5,10,10,1,7,12,18,22,27,6,13,4,6,6,18,14,7,14,5,8,42,8,18,3,10,22,8,13,5,24,,38,46,4,,,,,,,
940 110012305980,w1637,940 110006544371,2625,No Shade,,4,,3,1,,16,4,6,3,2,3,,7,1,5,7,2,4,8,1,6,14,2,,16,4,5,4,4,5,4,8,5,9,9,6,9,7,31,8,9,6,14,8,12,6,4,1,6,10,15,4,3,9,7,14,8,9,5,13,6,3,2,18,6,6,14,44,42,36,9,6,32,14,28,19,26,,11,5,7,25,73,13,9,14,,15,6,2,3,1,4,5,9,6,6,16,8,13,9,3,8,11,3,39,17,,4,2,3,4,,,1,17,5,24,23,,6,3,,,,,,
940 110012305980,w1637,940 110009540453,3794,No Shade,,3,14,,4,,1,7,9,7,4,2,7,20,1,11,4,16,3,5,5,3,7,9,2,3,3,2,6,1,2,11,1,2,3,1,2,11,18,7,8,3,2,23,9,29,2,,8,5,11,9,3,7,16,12,2,8,5,26,21,22,5,19,11,1,6,2,2,5,7,2,51,11,14,11,,18,7,17,9,18,14,3,4,12,5,18,44,4,,6,4,1,10,5,3,10,1,17,3,1,1,8,10,12,4,5,1,7,8,7,2,2,,8,2,4,,,,,,,,,,,
940 110012305980,w1637,940 110009538339,Y464,No Shade,,10,4,11,9,4,,10,8,2,9,2,3,1,2,5,,4,1,9,4,4,6,,1,,12,3,1,4,,2,14,11,32,1,1,6,1,,3,4,1,3,1,20,7,4,2,3,12,7,4,,12,1,21,4,20,5,5,1,10,7,1,1,,6,9,46,2,15,35,6,3,22,1,2,4,3,6,8,15,3,,3,21,6,5,4,1,4,6,8,1,1,19,32,9,12,10,5,4,7,11,13,,6,1,7,1,3,26,6,2,1,4,17,,,,,,,,,,,
940 110012305980,w1637,940 110012553568,2401,No Shade,,4,11,3,4,,13,13,,4,2,6,,1,10,2,2,,15,2,7,11,15,2,4,1,1,2,4,17,7,2,2,3,4,2,1,5,7,5,6,15,4,10,7,5,17,14,3,19,9,8,31,2,5,,10,12,11,2,11,10,5,18,1,1,1,5,2,13,5,3,3,21,18,2,5,6,24,7,3,6,12,5,21,13,23,4,7,6,5,8,34,5,7,15,2,6,9,9,2,11,4,6,13,2,4,4,3,5,5,31,13,8,5,17,30,7,6,5,6,12,7,,,,,,
940 110012305980,w1637,940 110009538770,2318,No Shade,,4,11,3,10,3,4,,13,10,3,3,,2,16,1,2,10,9,4,5,5,11,,11,2,6,9,,,,4,4,1,21,12,3,3,3,,9,2,2,5,19,34,5,,,,9,3,8,8,2,15,3,3,12,5,6,,10,91,4,2,,6,8,5,,5,,6,4,3,4,3,,7,6,4,20,9,,9,13,1,6,3,,11,5,23,3,5,,2,16,6,3,2,3,7,6,12,3,,,9,4,16,5,5,2,5,3,5,2,5,,27,25,,,,,,
940 110012305980,w1637,940 110012565654,W9560,No Shade,,4,1,1,9,,42,52,20,8,3,10,4,2,11,2,6,3,10,21,6,7,2,3,11,7,2,17,34,3,12,2,9,5,2,2,,,21,8,5,7,7,,2,3,8,19,15,8,6,3,6,11,2,1,5,17,7,4,3,,1,3,10,3,7,11,11,5,,11,5,12,1,9,20,8,9,7,6,12,8,6,7,8,3,2,2,15,29,2,1,14,1,2,30,12,3,7,5,2,2,11,1,5,5,10,13,5,5,1,7,,,3,6,1,18,8,,5,,,,,,,
940 110012305980,w1637,940 110012553813,2593,No Shade,,2,9,5,3,,,7,11,4,2,2,1,2,2,18,,7,,6,12,1,1,,,6,1,3,2,2,,5,13,7,2,1,3,4,4,7,3,,2,5,4,,6,4,2,8,1,4,6,4,4,8,2,2,5,1,2,,1,,3,,,1,,,1,,,3,4,,1,3,,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940 110012305980,w1637,940 110012554149,W923,No Shade,,14,14,9,10,2,7,1,9,4,11,17,3,,5,6,2,3,1,10,6,31,3,3,11,1,1,1,4,14,3,8,3,10,6,7,6,3,6,1,3,12,9,,23,12,15,10,6,15,6,11,22,2,22,14,2,13,12,18,3,4,80,8,6,24,28,9,5,11,2,18,49,6,26,3,4,9,8,8,7,4,14,35,33,21,12,7,7,20,29,5,8,3,2,21,19,,12,6,5,12,16,10,9,8,1,21,55,11,17,4,8,26,34,3,,,,,,,,,,,,,
