Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024 12:00,14/2/2024 16:00,14/2/2024 20:00,15/2/2024 00:00,15/2/2024 04:00,15/2/2024 08:00,15/2/2024 12:00,15/2/2024 16:00,15/2/2024 20:00,16/2/2024 00:00,16/2/2024 04:00,16/2/2024 08:00,16/2/2024 12:00,16/2/2024 16:00,16/2/2024 20:00,17/2/2024 00:00,17/2/2024 04:00,17/2/2024 08:00,17/2/2024 12:00,17/2/2024 16:00,17/2/2024 20:00,18/2/2024 00:00,18/2/2024 04:00,18/2/2024 08:00,18/2/2024 12:00,18/2/2024 16:00,18/2/2024 20:00,19/2/2024 00:00,19/2/2024 04:00,19/2/2024 08:00,19/2/2024 12:00,19/2/2024 16:00,19/2/2024 20:00,20/2/2024 00:00,20/2/2024 04:00,20/2/2024 08:00,20/2/2024 12:00,20/2/2024 16:00,20/2/2024 20:00,21/2/2024 00:00,21/2/2024 04:00,21/2/2024 08:00,21/2/2024 12:00,21/2/2024 16:00,21/2/2024 20:00,22/2/2024 00:00,22/2/2024 04:00,22/2/2024 08:00,22/2/2024 12:00,22/2/2024 16:00,22/2/2024 20:00,23/2/2024 00:00,23/2/2024 04:00,23/2/2024 08:00,23/2/2024 12:00,23/2/2024 16:00,23/2/2024 20:00,24/2/2024 00:00,24/2/2024 04:00,24/2/2024 08:00,24/2/2024 12:00,24/2/2024 16:00,24/2/2024 20:00,25/2/2024 00:00,25/2/2024 04:00,25/2/2024 08:00,25/2/2024 12:00,25/2/2024 16:00,25/2/2024 20:00,26/2/2024 00:00,26/2/2024 04:00,26/2/2024 08:00,26/2/2024 12:00,26/2/2024 16:00,26/2/2024 20:00,27/2/2024 00:00,27/2/2024 04:00,27/2/2024 08:00,27/2/2024 12:00,27/2/2024 16:00,27/2/2024 20:00,28/2/2024 00:00,28/2/2024 04:00,28/2/2024 08:00,28/2/2024 12:00,28/2/2024 16:00,28/2/2024 20:00,29/2/2024 00:00,29/2/2024 04:00,29/2/2024 08:00,29/2/2024 12:00,29/2/2024 16:00,29/2/2024 20:00,1/3/2024 00:00,1/3/2024 04:00,1/3/2024 08:00,1/3/2024 12:00,1/3/2024 16:00,1/3/2024 20:00,2/3/2024 00:00,2/3/2024 04:00,2/3/2024 08:00,2/3/2024 12:00,2/3/2024 16:00,2/3/2024 20:00,3/3/2024 00:00,3/3/2024 04:00,3/3/2024 08:00,3/3/2024 12:00,3/3/2024 16:00,3/3/2024 20:00,4/3/2024 00:00,4/3/2024 04:00,4/3/2024 08:00,4/3/2024 12:00,4/3/2024 16:00,4/3/2024 20:00,5/3/2024 00:00,5/3/2024 04:00,5/3/2024 08:00,5/3/2024 12:00,5/3/2024 16:00,5/3/2024 20:00,6/3/2024 00:00,6/3/2024 04:00,6/3/2024 08:00,6/3/2024 12:00,6/3/2024 16:00,6/3/2024 20:00,7/3/2024 00:00,7/3/2024 04:00,7/3/2024 08:00,7/3/2024 12:00
951 000016108674,w192584,940 110019091248,3726,No Shade,,6,6,1,1,8,7,7,2,2,2,4,3,3,5,4,2,10,4,1,15,6,3,1,2,,6,1,4,2,,6,8,2,2,6,23,2,4,6,10,55,2,3,2,2,2,1,1,3,1,3,2,5,18,60,73,,42,9,,4,56,12,1,,,1,,12,2,1,31,6,25,4,2,,6,4,10,2,11,19,11,3,3,,2,1,,8,14,17,3,,1,7,,,4,,2,3,12,5,3,1,13,4,3,6,3,,6,7,6,7,23,24,17,,,,,,,,,,,,
951 000016108674,w192584,940 110012566899,w9537,No Shade,,,4,3,4,4,1,4,3,3,5,2,1,3,8,5,4,,3,,1,1,1,2,2,6,3,2,2,1,8,2,,1,1,3,8,1,1,,5,6,2,2,1,28,5,1,17,113,2,7,6,5,3,6,,,2,15,1,2,,9,7,10,2,,1,7,76,11,13,17,2,57,2,1,3,2,3,4,17,6,7,4,3,,3,5,5,6,5,5,10,3,4,5,8,7,,4,19,4,5,,1,1,,,1,2,26,4,15,4,2,,2,25,11,7,,,,,,,,,,,
951 000016108674,w192584,940 110009541497,2667,No Shade,,27,12,34,3,13,1,12,1,3,22,9,11,3,11,2,15,12,7,4,5,3,2,15,13,8,15,1,5,14,5,8,7,6,8,11,3,4,2,14,2,6,28,18,8,7,8,8,17,7,8,7,22,10,7,7,,,7,3,1,3,30,3,2,1,,,16,4,,14,24,26,,28,8,6,11,16,10,41,2,15,27,4,38,,2,9,8,8,13,23,5,7,13,2,,1,6,,15,15,14,7,16,1,7,12,11,29,9,11,3,5,7,3,9,11,38,,,,,,,,,,,,
951 000016108674,w192584,940 110009540871,2528,No Shade,,3,6,8,11,11,12,3,6,14,6,6,6,8,9,8,8,5,9,13,3,3,12,4,12,9,5,5,9,5,7,4,4,4,12,6,4,3,2,6,1,3,5,8,11,4,10,13,11,24,18,22,,10,10,23,5,24,12,2,2,3,3,8,3,,4,1,9,3,20,8,25,10,8,12,12,13,14,10,21,1,10,8,14,25,51,,1,7,9,4,13,17,,1,3,27,13,2,11,,5,9,21,16,7,,22,10,9,8,2,24,18,8,17,,1,34,26,1,,,,,,,,,,,
951 000016108674,w192584,940 110012567497,w1653,No Shade,,4,4,,3,6,4,1,21,2,,4,31,,7,6,2,,2,11,2,5,3,9,2,6,10,24,6,2,3,5,2,7,6,6,2,,1,6,9,2,3,7,3,6,14,4,14,6,18,20,1,6,14,7,19,1,14,10,33,13,,36,12,5,4,,12,16,16,4,19,4,1,25,26,2,,15,4,29,17,8,33,3,3,,10,4,6,29,8,13,64,74,22,9,12,1,21,1,4,12,17,8,4,1,9,9,25,4,,4,4,5,9,5,8,29,14,1,,,,,,,,,,,
951 000016108674,w192584,940 110012567575,2712,No Shade,,7,8,7,6,5,22,11,5,10,6,2,1,3,5,6,8,13,20,3,3,24,12,11,2,7,15,4,6,11,15,10,5,15,4,15,12,3,1,5,7,7,32,10,5,10,30,5,9,10,19,6,9,9,17,4,6,2,6,,1,34,4,36,5,,,3,4,1,7,1,24,3,21,1,4,5,17,11,1,6,18,23,11,12,48,,,10,7,3,2,1,20,1,5,3,2,2,7,1,2,6,7,9,4,2,3,10,13,8,1,8,12,8,6,2,6,15,46,24,,,,,,,,,,,
951 000016108674,w192584,940 110009538619,3736,No Shade,,4,8,1,,8,,1,10,1,8,1,15,2,3,,6,1,2,2,50,8,7,17,13,33,,8,7,2,,6,7,1,1,3,10,23,10,9,6,6,1,2,2,4,9,1,9,11,17,25,3,5,,10,7,,,,,3,18,2,12,71,,,,,,57,3,9,,,3,3,,23,2,2,5,1,2,20,36,140,17,12,5,10,6,1,4,12,3,,1,,3,3,10,5,14,17,5,7,,11,10,8,1,,,7,3,4,22,12,6,,,,,,,,,,,,
951 000016108674,w192584,940 110012565591,2684,No Shade,,2,10,3,9,2,5,,7,1,13,1,1,4,15,5,1,,3,5,5,21,4,1,2,3,6,3,6,5,5,7,3,6,10,7,8,7,3,17,3,10,6,4,5,6,6,17,3,4,12,8,4,10,,5,2,17,1,2,12,1,27,,27,27,24,19,18,53,36,4,1,,12,2,1,1,,3,8,4,11,,1,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951 000016108674,w192584,940 110012565654,2618,No Shade,,4,5,6,2,2,22,1,,5,4,13,1,3,8,5,6,1,18,9,2,4,3,20,6,4,1,2,20,7,8,4,1,3,,13,17,,11,4,8,23,1,5,29,15,6,8,12,1,2,7,13,8,18,6,3,5,2,5,,5,,3,10,,6,2,53,24,9,10,5,3,1,49,9,13,10,7,38,67,11,22,5,10,1,,4,4,12,3,1,5,8,25,12,,45,21,4,9,6,7,5,5,55,,4,5,,8,,10,6,2,10,,8,21,29,,,,,,,,,,,,
951 000016108674,w192584,940 110009540139,2945,No Shade,,14,6,9,6,3,,6,4,3,1,1,,1,1,4,2,,1,6,1,6,6,,2,8,6,3,9,3,2,2,2,13,2,2,1,10,8,13,1,,,3,4,4,9,4,1,9,3,8,17,6,1,6,,,1,41,8,9,11,,7,2,4,,,2,7,5,11,16,12,,12,2,,10,16,20,10,31,10,19,1,,13,11,11,6,2,5,2,1,3,1,,3,12,,14,4,1,5,6,15,2,2,4,5,6,,2,8,11,,3,9,10,,,,,,,,,,,,
951 000016108674,w192584,940 110012553568,2974,No Shade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,1,,4,2,2,3,1,1,,,1,5,1,1,3,4,29,3,5,,1,1,5,4,17,2,2,,2,5,1,7,8,1,12,14,23,3,5,,3,9,7,7,,9,18,5,,1,5,3,10,20,2,5,4,5,7,,2,5,1,3,,12,27,7,6,2,16,29,33,,,,,,,,,,,,
951 000016108674,w192584,940 110009541538,w192278,No Shade,,2,1,3,1,6,,5,,5,1,13,3,13,5,11,2,,9,3,,20,7,13,24,12,22,18,4,2,1,5,15,6,5,6,5,3,6,3,4,,2,8,,26,7,2,1,2,8,4,21,46,7,6,,,3,2,3,4,,2,3,3,46,,,4,8,9,3,3,9,11,7,4,1,10,19,16,1,1,7,7,30,,3,4,6,11,14,9,,9,1,8,2,20,19,,13,7,7,4,11,,8,,2,7,20,,,3,,46,8,40,,,,,,,,,,,,,
951 000016108674,w192584,940 110009538666,w986,No Shade,,1,9,2,3,7,,2,4,51,11,4,,1,3,5,11,4,2,2,4,6,3,,1,18,26,,10,1,1,7,2,6,7,4,,1,4,3,4,2,,2,3,3,12,9,1,1,2,3,3,9,9,1,,4,18,2,8,,5,70,8,36,,,2,36,8,3,5,5,7,2,2,5,23,4,20,14,11,5,4,15,10,,5,1,,2,12,4,21,12,5,,13,1,9,64,3,6,7,8,4,5,2,4,3,3,19,16,9,87,7,47,11,32,35,14,,,,,,,,,,,
951 000016108674,w192584,940 110009540453,2371,No Shade,,2,6,3,9,5,,3,1,5,11,,45,5,5,5,4,4,10,5,2,5,5,2,7,,13,3,3,6,11,6,5,11,2,2,9,2,4,4,3,,7,1,7,7,16,4,3,,16,9,37,4,4,3,,1,3,2,1,14,4,2,4,9,1,1,,2,17,,6,1,6,,7,6,38,8,16,1,7,7,8,3,1,,2,9,2,6,6,7,3,7,10,6,3,,,2,4,2,6,8,2,1,,5,10,3,2,10,,6,12,2,3,37,47,17,,,,,,,,,,,
951 000016108674,w192584,940 110009538631,2316,No Shade,,2,3,3,13,8,23,3,7,14,9,4,4,,4,6,1,4,10,1,2,8,8,5,8,4,9,5,1,1,37,13,1,2,14,17,10,19,11,5,6,15,2,8,5,23,2,9,11,6,13,10,3,7,6,4,,,3,5,1,1,8,7,3,3,4,,6,,3,12,13,7,15,22,2,2,6,14,29,31,24,16,21,56,18,,1,5,,5,9,7,10,10,,11,10,6,1,12,8,6,9,9,12,,26,6,4,10,6,8,8,1,3,9,7,28,15,,,,,,,,,,,,
951 000016108674,w192584,940 110009423027,2542,No Shade,,6,14,6,4,13,6,4,,2,2,10,,7,13,7,5,4,7,22,9,10,4,8,6,8,8,2,9,6,17,8,4,4,5,14,6,3,25,8,15,2,8,18,8,12,9,10,24,5,14,8,5,6,14,7,2,9,13,5,2,3,26,18,13,1,,1,2,38,36,43,11,6,24,1,15,29,10,12,37,38,16,14,16,10,4,4,3,3,13,8,7,32,5,8,12,11,17,7,8,66,14,9,13,8,9,,5,13,28,14,6,1,20,7,4,1,1,14,30,3,,,,,,,,,,,
951 000016108674,w192584,940 110009538594,2689,No Shade,,2,10,3,5,4,,7,1,33,11,6,6,4,1,,13,3,3,6,2,4,,,1,1,8,5,3,,1,14,1,5,3,9,1,10,,4,6,8,1,7,,2,5,3,4,4,,4,2,1,7,6,2,22,3,37,,1,1,4,4,,15,3,,4,,4,5,24,9,40,12,,3,6,4,31,6,11,13,3,2,,3,6,12,13,8,4,2,3,17,6,4,3,2,6,13,4,8,6,20,1,1,7,4,6,,1,13,3,6,6,5,8,40,16,,,,,,,,,,,
951 000016108674,w192584,940 110009540716,2385,No Shade,,1,8,3,2,8,4,3,26,5,5,10,,3,4,10,15,2,3,12,2,2,2,6,5,4,5,2,4,2,,4,5,3,6,3,13,3,1,12,4,1,,6,7,8,1,10,2,1,7,13,1,7,8,1,6,1,14,13,18,9,6,,6,24,7,,23,5,2,2,5,9,10,6,11,23,15,2,9,8,17,7,12,8,4,,12,8,,6,13,15,5,7,,2,6,3,,5,8,6,26,7,1,,3,11,17,45,12,3,3,3,2,24,51,19,4,,,,,,,,,,,,
951 000016108674,w192584,940 110012553817,w1797,No Shade,,1,5,5,4,7,4,4,4,,4,34,8,1,5,7,7,7,1,7,9,,2,2,9,18,8,5,5,,6,20,5,14,,7,13,24,,13,5,31,3,13,3,7,14,1,,,3,2,7,5,8,13,22,7,16,1,,3,,,10,6,55,52,13,,,27,17,17,20,,8,,2,26,1,2,35,2,9,14,15,3,1,4,5,2,3,3,3,9,9,3,1,2,8,6,9,6,2,41,6,2,,4,7,7,,7,7,10,7,1,6,68,8,,,,,,,,,,,,
951 000016108674,w192584,940 110012554841,2940,No Shade,,2,15,16,10,13,4,1,22,5,4,7,7,1,8,7,5,5,6,6,13,7,8,2,14,17,2,31,2,3,,2,13,3,1,5,9,2,13,3,3,4,6,1,16,5,4,7,10,6,8,13,5,9,16,5,12,13,3,6,3,3,13,3,3,4,,,5,,29,4,16,6,15,6,32,9,64,10,11,8,5,17,9,11,2,,26,12,27,3,6,8,,8,11,,,13,28,2,14,11,15,20,,,2,6,21,11,1,11,2,5,1,24,3,57,22,2,,,,,,,,,,,
951 000016108674,w192584,940 110009539709,2475,No Shade,,,13,2,5,13,54,4,7,5,8,14,8,41,7,14,10,13,1,3,1,6,10,11,10,5,2,12,12,6,12,5,,1,5,2,8,9,1,8,1,16,8,3,33,5,4,3,23,3,5,9,2,30,9,4,7,1,2,2,4,9,7,4,7,,,1,1,6,3,7,7,23,13,,,13,14,16,5,18,4,19,7,17,15,,5,2,6,9,6,5,20,11,4,2,1,,4,5,17,12,10,11,80,154,19,27,20,8,1,6,15,2,6,1,1,17,38,,,,,,,,,,,,
951 000016108674,w192584,940 110009541057,2953,No Shade,,2,5,5,5,,12,6,4,5,11,4,5,3,11,3,18,7,15,,5,10,8,2,8,12,7,16,17,6,4,5,4,6,24,6,15,,13,7,2,4,21,15,7,10,4,8,5,3,4,7,6,8,4,6,,1,16,7,7,1,8,9,4,,3,1,1,24,14,28,8,12,5,3,3,11,,6,4,16,2,15,32,7,5,,8,6,7,6,8,5,5,9,4,2,1,1,10,8,,3,11,4,2,5,6,2,17,8,5,,1,5,1,3,6,35,6,,,,,,,,,,,,
951 000016108674,w192584,940 110009539843,2439,No Shade,,11,8,4,7,14,2,4,5,13,22,14,16,5,4,8,3,3,,18,14,15,5,4,1,3,2,6,4,3,,4,2,6,3,5,5,,6,15,4,10,1,6,18,3,13,7,7,6,9,5,3,10,12,7,5,6,5,2,2,22,30,7,6,3,3,1,3,32,6,31,7,28,11,3,29,17,4,21,16,7,35,10,22,12,2,,3,11,11,8,9,2,2,5,4,2,5,11,3,1,8,4,4,5,3,6,5,5,11,3,3,5,14,17,4,4,6,78,41,23,,,,,,,,,,,
951 000016108674,w192584,940 110019089913,3715,No Shade,,2,9,11,7,5,17,105,16,35,61,13,10,14,6,2,3,13,1,2,3,7,,7,9,2,1,8,2,8,6,9,3,4,5,10,1,4,1,3,5,6,11,7,3,4,6,8,7,1,3,3,3,3,15,3,2,,4,3,2,3,22,6,2,,18,5,5,6,3,11,24,29,,3,7,23,44,8,12,6,2,29,42,8,9,,1,1,20,17,10,1,4,4,24,19,3,,6,1,2,1,2,3,2,2,52,13,31,16,58,15,37,9,23,35,,25,35,33,,,,,,,,,,,
951 000016108674,w192584,940 110019091494,y1092,No Shade,,9,9,18,9,12,6,6,20,28,5,5,4,4,9,22,2,3,6,12,7,2,17,10,4,5,24,15,3,10,10,5,5,9,4,1,5,,1,5,9,22,1,5,7,20,10,24,17,5,6,18,6,13,5,7,14,2,15,5,8,18,1,,19,7,,,4,4,43,28,14,13,5,2,12,22,2,13,42,3,3,21,28,6,3,,4,7,3,6,8,7,11,16,13,,12,1,,2,9,4,2,1,4,2,8,2,21,23,1,7,17,3,1,2,4,14,23,50,,,,,,,,,,,
951 000016108674,w192584,940 110009539785,y1077,No Shade,,4,9,11,2,2,17,3,3,6,3,12,35,8,2,4,3,19,8,16,2,5,7,6,16,7,4,10,6,3,,2,11,5,1,7,1,4,1,6,5,3,12,6,3,33,9,9,24,20,8,5,2,6,9,7,4,16,6,5,,2,,87,22,9,5,,1,30,11,25,19,6,3,27,32,87,28,31,64,17,22,16,15,36,2,,3,13,6,12,1,2,9,2,,7,4,,4,7,6,9,3,5,11,4,5,6,5,1,3,,,4,56,1,4,23,10,,,,,,,,,,,,
951 000016108674,w192584,940 110009538776,w978,No Shade,,2,6,9,5,1,,2,1,2,6,6,7,4,9,3,7,4,,8,3,2,3,4,1,1,13,10,7,4,,13,5,2,2,3,,3,1,2,2,,,4,20,8,11,10,1,6,7,16,4,6,1,10,16,,1,,,8,4,7,3,1,,,72,,2,12,8,5,26,3,6,8,,11,16,25,15,,8,25,10,,3,5,1,,1,4,14,1,,8,1,1,2,3,5,15,13,3,5,,4,9,22,4,4,1,,6,5,1,1,25,19,,,,,,,,,,,,
951 000016108674,w192584,940 110009540172,w9277,No Shade,,8,7,9,3,6,26,4,23,14,27,11,1,5,15,10,15,3,9,11,4,6,18,14,16,6,8,10,6,,,6,5,12,1,15,6,9,13,16,6,13,4,6,2,9,7,8,7,8,6,2,5,5,8,3,16,7,6,2,2,23,1,3,4,1,5,3,,,4,2,7,3,15,,1,7,23,3,1,10,1,5,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951 000016108674,w192584,940 110009538450,w9279,No Shade,,3,3,10,4,7,10,3,15,6,4,6,10,4,4,4,36,4,10,25,1,1,2,6,2,3,3,10,2,9,2,7,3,7,3,4,3,1,52,5,4,,10,8,44,9,1,8,10,,5,2,1,4,4,12,2,,3,,2,,9,13,18,,1,,,1,5,22,24,14,3,72,15,1,13,42,14,57,,26,27,18,4,,2,1,4,4,6,4,3,3,6,1,3,10,,1,9,2,13,,2,1,7,3,6,3,2,5,,5,6,,,20,53,19,,,,,,,,,,,
951 000016108674,w192584,940 110012565638,w1549,No Shade,,46,6,4,4,11,9,,27,3,4,1,17,8,2,8,,6,3,4,,2,6,4,7,13,3,31,7,,,2,4,5,4,2,7,5,12,4,3,1,5,3,1,44,4,7,13,,8,3,4,8,8,6,,46,13,15,4,3,25,3,4,3,2,3,1,,3,4,,28,36,18,12,5,,4,34,1,2,12,11,10,,,2,2,5,4,8,,2,3,6,1,3,1,,,21,11,12,3,5,,4,8,7,3,1,5,1,5,2,1,1,29,16,2,,,,,,,,,,,
951 000016108674,w192584,940 110012554102,y1028,No Shade,,2,5,6,7,4,2,6,10,2,4,2,10,4,4,3,1,,3,2,8,11,8,11,6,5,9,11,6,4,4,7,1,2,7,3,12,17,12,3,1,10,6,3,2,10,7,9,23,8,13,6,3,11,7,7,1,,3,,1,4,22,1,12,19,1,,7,16,43,7,17,50,7,4,2,40,14,20,37,31,19,22,12,7,1,,1,11,9,8,12,3,,10,15,3,4,2,4,5,9,2,4,8,3,2,2,4,1,7,3,10,22,14,1,5,1,18,38,,,,,,,,,,,,
951 000016108674,w192584,940 110009422194,w1689,No Shade,,4,4,19,4,4,6,2,,2,4,2,6,2,7,2,4,1,6,10,3,6,5,14,13,1,8,22,9,2,10,6,6,4,9,7,34,25,4,6,6,11,15,36,1,3,1,5,10,9,12,5,8,2,9,12,2,,7,,2,1,,9,21,8,13,18,13,2,35,7,14,21,6,57,17,49,7,15,8,15,3,27,14,6,2,,3,9,4,,2,22,5,3,22,8,2,1,6,7,13,7,9,3,3,3,1,3,6,8,4,10,14,17,1,1,3,22,14,2,,,,,,,,,,,
951 000016108674,w192584,940 110009541522,w1713,No Shade,,3,6,5,6,30,5,17,6,31,5,3,,2,9,14,3,2,12,3,5,9,3,10,4,3,11,3,5,5,1,4,10,2,16,10,3,19,6,2,12,1,11,3,9,28,7,25,21,6,17,6,11,7,12,14,17,,10,1,,30,18,3,6,19,1,2,19,13,13,9,23,17,20,79,15,24,21,12,9,14,20,30,9,6,1,,15,9,5,5,8,4,4,25,5,2,2,1,3,4,6,3,9,2,3,6,4,12,5,4,9,5,10,4,8,72,9,35,49,,,,,,,,,,,,
951 000016108674,w192584,940 110012554680,Y498,No Shade,,9,10,3,5,3,5,5,31,11,31,2,3,3,2,3,14,16,16,12,32,4,4,,6,5,2,10,4,3,23,11,2,4,1,21,7,,2,8,5,5,26,6,2,5,,6,6,5,14,3,14,34,40,29,36,,7,5,5,9,8,1,7,2,,1,6,3,11,10,11,5,18,,16,4,3,14,5,7,23,9,49,16,,,1,6,17,7,1,20,4,5,7,1,,2,2,1,4,6,2,7,1,1,3,11,5,4,,3,3,2,2,2,,6,26,,,,,,,,,,,,
951 000016108674,w192584,940 110019091831,w1671,No Shade,,6,6,6,2,7,12,20,15,1,7,3,3,8,2,5,59,10,6,4,7,6,2,,2,27,12,12,7,3,6,6,11,24,5,7,,3,,8,10,2,,8,2,9,7,9,3,6,7,6,2,10,13,10,3,1,3,10,2,5,2,35,1,3,3,6,21,19,2,22,51,3,29,,6,1,14,23,9,35,6,13,15,9,1,,9,9,3,20,7,8,4,,,13,9,51,11,,9,7,4,7,4,1,1,,2,,1,,2,2,1,60,,6,,,,,,,,,,,,,
951 000016108674,w192584,940 110012566852,2669,No Shade,,4,5,3,2,13,8,,9,6,4,7,19,3,12,7,9,,1,9,13,5,2,3,5,17,7,11,3,8,1,10,2,2,2,7,13,6,9,4,5,3,7,1,,6,3,2,6,3,5,1,5,3,10,1,1,1,4,,4,8,3,,,,3,,2,,8,,3,,1,,,2,,,6,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951 000016108674,w192584,940 110012554149,2036,No Shade,,4,10,11,1,17,21,2,5,2,7,25,4,14,14,5,,2,10,8,3,9,29,2,22,5,6,6,3,5,3,12,10,5,6,13,2,3,2,5,2,4,4,8,5,3,2,8,11,6,15,8,36,15,9,8,4,2,3,,,7,18,13,14,6,3,1,1,48,,12,19,6,1,,8,22,2,9,6,20,,26,2,28,8,,13,9,5,5,8,2,3,8,1,,2,1,18,,2,7,2,5,2,1,7,10,14,4,3,3,14,2,7,11,8,64,41,,,,,,,,,,,,
951 000016108674,w192584,940 110009422847,2645,No Shade,,7,15,17,13,10,3,7,5,5,5,9,4,8,6,12,4,20,5,15,86,21,9,11,8,22,5,10,1,1,16,15,8,14,3,11,23,11,5,16,3,,13,8,12,5,22,11,13,3,20,13,4,5,15,5,,10,9,7,3,11,32,49,2,26,1,1,,2,5,27,23,3,16,6,13,26,2,26,14,17,7,59,22,14,5,,,7,18,7,9,1,1,4,16,15,5,8,3,4,4,10,13,6,24,17,1,3,4,9,5,3,7,24,7,50,7,18,35,7,,,,,,,,,,,
951 000016108674,w192584,940 110009538656,w1597,No Shade,,1,14,9,15,3,17,5,,,3,13,19,4,5,4,5,8,13,9,2,5,1,15,12,2,4,1,10,6,8,1,4,5,9,5,11,18,6,3,12,34,51,18,3,8,17,5,14,11,2,6,1,15,22,8,1,5,27,,7,10,9,72,22,,7,1,,3,19,8,44,11,21,1,68,50,30,34,11,10,14,16,52,8,25,,1,8,15,4,4,35,15,6,16,12,2,2,4,4,17,8,12,2,1,3,14,6,8,4,6,,17,9,30,5,1,44,33,1,,,,,,,,,,,
951 000016108674,w192584,940 110009539851,w192094,No Shade,,4,7,7,11,6,5,13,12,2,10,3,5,4,3,13,2,12,8,12,,2,2,13,3,8,9,1,8,4,6,7,6,2,6,16,5,30,7,4,7,4,,6,3,4,10,5,7,2,11,5,9,10,8,5,5,11,7,4,2,7,33,4,7,26,,,4,1,4,23,22,17,4,4,18,7,1,10,18,5,20,17,5,8,7,,10,15,3,9,8,,2,3,8,16,5,6,14,29,,6,10,5,30,,7,8,16,14,3,7,4,13,1,2,6,5,26,,,,,,,,,,,,
951 000016108674,w192584,940 110019091208,w293,No Shade,,,6,1,5,5,,4,3,2,4,11,2,2,1,9,1,11,14,1,1,8,4,,6,5,1,28,6,4,1,13,5,4,3,9,1,,7,9,8,5,20,5,6,18,6,4,8,4,8,3,13,9,10,15,1,11,7,4,1,1,9,3,10,1,2,1,4,9,10,6,38,33,22,,4,4,10,15,14,3,8,29,13,13,6,,,1,7,11,2,8,2,14,6,,6,12,7,2,4,6,9,4,14,1,24,13,2,3,7,4,18,2,13,,2,8,38,,,,,,,,,,,,
951 000016108674,w192584,940 110012567439,3763,No Shade,,1,11,5,1,5,3,5,4,10,3,7,2,,2,9,1,12,,3,3,3,4,5,2,13,11,27,3,6,,6,1,4,4,8,12,6,,2,7,1,1,3,1,6,10,2,1,3,12,9,11,3,9,,8,,16,23,,1,,52,9,1,1,8,,4,32,1,4,,4,1,2,5,,12,28,10,,8,5,48,17,,5,7,3,4,9,14,12,2,4,44,18,135,23,1,12,1,14,4,2,2,2,2,9,4,10,,5,11,2,,2,15,20,,,,,,,,,,,,
951 000016108674,w192584,940 110009538934,2714,No Shade,,4,6,6,2,6,4,1,3,12,4,5,1,1,16,5,1,7,4,7,3,13,4,,2,2,8,4,6,6,,8,2,10,3,4,10,4,2,4,5,1,,3,4,39,6,6,,1,12,12,7,10,4,5,49,20,7,2,,1,28,2,1,2,9,,,4,10,16,15,33,7,1,9,15,5,,6,2,9,13,6,30,4,,3,11,9,7,16,9,1,7,8,11,13,,3,14,2,3,2,3,5,1,,5,8,8,4,2,,2,20,3,3,22,4,,,,,,,,,,,,
951 000016108674,w192584,940 110009540403,w192579,No Shade,,1,4,4,4,2,1,4,1,2,6,17,,3,7,7,4,2,2,7,1,18,,8,2,5,7,3,9,3,,9,16,7,1,8,6,,3,9,7,11,,3,5,15,22,3,,5,25,17,20,16,7,17,2,,6,,1,7,5,2,4,,,1,3,4,5,6,6,26,9,,10,8,,18,16,5,30,7,11,20,34,,4,,12,1,13,3,,5,3,1,4,11,2,11,3,1,3,10,5,6,7,27,6,1,8,1,,5,6,,1,15,24,,,,,,,,,,,,
951 000016108674,w192584,940 110009539003,w768,No Shade,,1,6,10,9,4,2,3,1,4,6,4,2,5,3,11,3,7,2,7,2,7,1,4,4,1,8,18,15,2,19,1,3,4,12,7,,,1,12,1,,2,6,3,11,7,6,3,,1,2,2,1,9,7,35,,1,2,,25,1,3,6,,39,46,32,26,14,22,9,,23,3,5,4,12,2,3,3,11,,5,11,7,,6,7,12,,4,2,7,6,2,5,,2,,35,2,4,11,1,1,5,3,9,9,2,28,4,2,6,15,1,27,12,25,,,,,,,,,,,,
951 000016108674,w192584,940 110012554069,2649,No Shade,,8,9,4,4,8,1,8,7,15,14,10,,9,3,1,6,4,4,1,6,8,6,4,9,16,5,4,14,9,2,5,5,10,19,9,1,3,1,6,13,1,,11,5,9,13,10,6,5,10,1,5,1,4,11,20,,7,2,,28,1,3,8,1,,1,4,,6,33,31,55,52,,38,9,16,16,48,5,10,10,13,11,3,,1,2,7,5,3,11,5,15,15,3,1,1,3,18,16,11,17,24,1,22,,12,2,2,4,1,3,10,3,31,10,41,32,3,,,,,,,,,,,
951 000016108674,w192584,940 110009422169,2380,No Shade,,2,8,6,1,3,9,,5,5,4,34,,9,4,8,2,2,4,11,1,3,6,4,3,3,7,8,3,,,4,1,5,7,7,1,2,6,16,9,6,7,11,3,13,3,8,14,4,13,14,1,3,17,6,4,4,8,,,4,2,4,,,1,,,,,5,5,,,,1,6,2,3,1,,6,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
