Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2024,15/2/2024,16/2/2024,17/2/2024,18/2/2024,19/2/2024,20/2/2024,21/2/2024,22/2/2024,23/2/2024,24/2/2024,25/2/2024,26/2/2024,27/2/2024,28/2/2024,29/2/2024,1/3/2024,2/3/2024,3/3/2024,4/3/2024,5/3/2024,6/3/2024,7/3/2024
940 110008003692,w192258,940 110019091288,w1540,Medium Shade,15,88,41,32,37,16,34,102,28,27,11,87,13,,,10,40,3,,,,,
940 110008003692,w192258,940 110019091882,2424,Medium Shade,10,23,25,10,14,32,22,14,5,42,,12,9,,,,39,10,,,,,
940 110008003692,w192258,940 110009422264,2710,Medium Shade,5,22,23,38,29,10,16,,38,16,50,41,23,,,2,91,11,,,,,
940 110008003692,w192258,940 110009539503,3800,Medium Shade,1,12,29,85,67,13,35,13,29,52,9,,25,,,,37,,,,,,
940 110008003692,w192258,940 110012567369,w237,Medium Shade,5,27,39,11,44,42,24,12,27,49,14,81,3,,,2,105,1,,,,,
940 110008003692,w192258,940 110019092751,2457,Medium Shade,11,19,18,11,31,38,28,3,15,32,4,34,8,,,11,114,35,,,,,
940 110008003692,w192258,940 110009539428,2342,Medium Shade,,30,25,24,25,35,35,36,10,56,50,67,12,,,,12,12,,,,,
940 110008003692,w192258,940 110012553681,2477,Medium Shade,,10,38,13,28,30,13,7,23,22,3,159,10,,,3,46,8,,,,,
940 110008003692,w192258,940 110009539436,3729,Medium Shade,12,47,34,71,32,15,17,81,29,9,12,95,5,,,2,64,1,,,,,
940 110008003692,w192258,940 110009538820,w9535,Medium Shade,25,206,27,35,39,75,15,44,28,12,5,16,1,,,5,44,36,,,,,
940 110008003692,w192258,940 110012566552,2494,Medium Shade,3,15,17,11,50,52,36,5,64,31,,26,1,,,,85,8,,,,,
940 110008003692,w192258,940 110019091482,w1631,Medium Shade,,38,48,113,30,16,37,24,7,12,17,3,4,,,9,83,5,,,,,
940 110008003692,w192258,940 110019092812,2599,Medium Shade,6,20,24,85,33,23,9,8,4,16,4,8,,,,,30,1,,,,,
940 110008003692,w192258,940 110012567630,w1754,Medium Shade,,30,37,24,23,37,15,11,66,27,1,9,1,,,31,69,8,,,,,
940 110008003692,w192258,940 110009423264,w192571,Medium Shade,,19,23,15,34,11,5,52,20,74,9,4,15,,,1,8,2,,,,,
940 110008003692,w192258,940 110012553997,2566,Medium Shade,1,13,9,28,11,6,17,24,83,6,6,8,68,,,2,7,,,,,,
940 110008003692,w192258,940 110019092000,y499,Medium Shade,11,44,20,15,47,43,20,5,11,45,18,,4,,,2,81,68,,,,,
940 110008003692,w192258,940 110009541309,2611,Medium Shade,10,47,54,31,12,40,15,2,14,9,11,85,2,,,3,27,6,,,,,
940 110008003692,w192258,940 110009541581,2539,Medium Shade,,37,40,46,19,23,53,1,31,19,3,8,20,,,4,32,7,,,,,
940 110008003692,w192258,940 110019089806,3752,Medium Shade,12,36,29,52,44,13,17,65,16,10,9,10,11,,,,81,43,,,,,
940 110008003692,w192258,940 110012566817,2404,Medium Shade,,50,70,52,30,29,26,114,25,24,8,38,,,,,45,45,,,,,
940 110008003692,w192258,940 110009540242,w192165,Medium Shade,1,32,37,23,18,55,4,58,34,11,18,5,19,,,10,72,107,,,,,
940 110008003692,w192258,940 110019092824,w192394,Medium Shade,3,82,29,57,66,27,27,7,41,69,15,4,7,,,,34,6,,,,,
940 110008003692,w192258,940 110012564959,3735,Medium Shade,14,47,33,28,36,37,14,1,92,23,38,14,2,,,2,54,4,,,,,
940 110008003692,w192258,940 110009541067,w192001,Medium Shade,,26,51,27,28,47,53,3,20,21,,70,8,,,2,73,,,,,,
940 110008003692,w192258,940 110019092766,2491,Medium Shade,,,,,,,,,14,10,,9,24,,,3,33,26,,,,,
940 110008003692,w192258,940 110019090378,2926,Medium Shade,41,50,29,62,29,37,43,10,31,6,4,103,3,,,8,23,2,,,,,
940 110008003692,w192258,940 110009540382,2576,Medium Shade,,57,50,41,33,6,19,15,30,26,3,291,42,,,7,2,5,,,,,
940 110008003692,w192258,951 000016128364,w192569,Medium Shade,5,36,51,16,34,13,19,10,57,11,,17,21,,,,57,3,,,,,
940 110008003692,w192258,940 110012568355,w1658,Medium Shade,4,20,19,78,23,1,46,5,36,5,,18,19,,,6,94,29,,,,,
940 110008003692,w192258,940 110009540658,2564,Medium Shade,,20,31,19,40,20,29,37,24,13,4,10,33,,,1,55,16,,,,,
940 110008003692,w192258,940 110009538792,w192551,Medium Shade,,12,16,15,45,19,11,5,11,35,9,87,79,,,7,53,51,,,,,
940 110008003692,w192258,940 110009423311,2474,Medium Shade,20,24,26,96,21,23,16,83,61,23,15,192,4,,,4,42,31,,,,,
940 110008003692,w192258,940 110012567780,w192115,Medium Shade,2,25,33,23,29,35,44,13,31,10,1,9,,,,,,,,,,,
940 110008003692,w192258,940 110009423063,w192381,Medium Shade,,17,22,49,25,34,8,32,32,12,26,19,2,,,2,42,4,,,,,
940 110008003692,w192258,940 110019090422,3743,Medium Shade,,17,30,21,19,34,13,73,49,8,11,65,6,,,1,119,5,,,,,
940 110008003692,w192258,940 110012567383,y1093,Medium Shade,,27,77,54,23,90,62,65,75,41,6,6,,,,48,22,12,,,,,
940 110008003692,w192258,940 110009540065,3767,Medium Shade,8,45,51,28,16,79,37,10,58,11,42,31,2,,,1,8,3,,,,,
940 110008003692,w192258,940 110009538703,2589,Medium Shade,,28,38,17,13,48,13,16,64,46,12,33,1,,,75,36,1,,,,,
940 110008003692,w192258,940 110019088599,3738,Medium Shade,123,197,49,39,19,35,36,77,45,2,24,128,10,,,,31,,,,,,
940 110008003692,w192258,940 110009539869,2412,Medium Shade,2,20,26,33,71,46,2,4,31,67,,11,35,,,1,59,,,,,,
940 110008003692,w192258,940 110009538645,2387,Medium Shade,,10,28,13,19,10,10,14,58,6,6,24,3,,,4,30,70,,,,,
940 110008003692,w192258,940 110019090472,W1663,Medium Shade,7,35,44,24,39,24,23,81,56,24,15,190,5,,,,136,46,,,,,
940 110008003692,w192258,940 110012567347,4720,Medium Shade,10,34,41,28,9,9,5,103,47,15,42,88,1,,,2,40,,,,,,
940 110008003692,w192258,940 110009539956,2719,Medium Shade,,6,59,28,15,11,12,1,29,50,81,50,41,,,,46,6,,,,,
940 110008003692,w192258,940 110012554097,2455,Medium Shade,2,48,57,28,27,16,20,147,7,8,3,53,6,,,1,33,2,,,,,
940 110008003692,w192258,940 110012567670,y422,Medium Shade,2,22,40,25,56,27,15,17,56,33,5,10,3,,,1,15,2,,,,,
940 110008003692,w192258,940 110009422310,w192083,Medium Shade,18,28,36,41,51,26,8,11,35,22,4,15,33,,,7,63,5,,,,,
940 110008003692,w192258,940 110019089984,2580,Medium Shade,6,68,45,12,37,37,8,33,43,3,,6,,,,1,220,,,,,,
940 110008003692,w192258,940 110009538342,W1594,Medium Shade,1,28,19,38,45,17,10,37,34,13,21,20,6,,,,,,,,,,
940 110008003692,w192258,940 110009423033,w192107,Medium Shade,24,17,19,2,6,8,11,8,28,23,,24,16,,,9,16,3,,,,,
940 110008003692,w192258,940 110009540986,2500,Medium Shade,14,43,36,108,48,37,64,33,25,89,18,22,37,,,,28,,,,,,
940 110008003692,w192258,940 110009423289,2341,Medium Shade,36,147,50,34,12,46,10,37,35,19,15,11,24,,,32,92,24,,,,,
940 110008003692,w192258,940 110009540715,2612,Medium Shade,2,107,35,55,80,50,34,8,122,39,38,37,24,,,82,18,,,,,,
940 110008003692,w192258,940 110019088457,w1541,Medium Shade,17,65,89,8,9,16,23,63,23,34,43,2,1,,,2,59,1,,,,,
940 110008003692,w192258,940 110019091579,w977,Medium Shade,1,37,20,48,11,33,22,49,31,10,17,20,3,,,5,47,50,,,,,
940 110008003692,w192258,940 110009540590,3766,Medium Shade,14,32,26,54,41,20,9,72,28,35,21,82,8,,,2,38,,,,,,
940 110008003692,w192258,940 110012554600,2508,Medium Shade,2,28,37,80,18,29,6,6,21,23,,4,16,,,19,13,32,,,,,
940 110008003692,w192258,940 110019090700,3797,Medium Shade,4,34,43,41,19,35,108,27,77,53,9,21,34,,,9,27,84,,,,,
940 110008003692,w192258,940 110012553857,w1602,Medium Shade,,36,113,22,33,18,36,6,33,44,18,9,14,,,1,28,7,,,,,
940 110008003692,w192258,940 110019090665,w1747,Medium Shade,,65,46,49,48,21,28,23,31,32,6,13,18,,,1,24,16,,,,,
940 110008003692,w192258,940 110012553583,w1618,Medium Shade,16,25,43,40,43,35,4,9,43,5,10,18,6,,,38,67,5,,,,,
940 110008003692,w192258,940 110019091098,w192426,Medium Shade,6,30,56,47,20,17,22,14,25,39,7,98,39,,,26,23,,,,,,
940 110008003692,w192258,940 110009422261,w9560,Medium Shade,5,48,51,38,19,45,19,76,65,28,,9,9,,,1,15,57,,,,,
940 110008003692,w192258,940 110012567015,2034,Medium Shade,3,23,20,28,23,19,20,5,34,2,18,54,5,,,17,65,31,,,,,
940 110008003692,w192258,940 110012566856,2449,Medium Shade,9,96,59,45,23,26,13,12,31,15,35,18,38,,,19,22,2,,,,,
940 110008003692,w192258,940 110009540843,3730,Medium Shade,19,29,28,105,85,83,36,3,44,39,2,81,18,,,1,39,1,,,,,
940 110008003692,w192258,940 110012568226,w997,Medium Shade,14,51,28,30,74,37,26,31,36,29,45,6,25,,,1,88,1,,,,,
940 110008003692,w192258,940 110009541384,2339,Medium Shade,,31,41,51,14,32,21,21,88,2,2,10,3,,,1,85,,,,,,
940 110008003692,w192258,940 110009538323,2499,Medium Shade,1,58,50,44,22,7,13,4,40,17,56,4,15,,,7,66,28,,,,,
940 110008003692,w192258,940 110019088459,w192346,Medium Shade,9,42,16,19,30,57,15,11,37,10,2,16,35,,,6,7,6,,,,,
940 110008003692,w192258,940 110009538987,3723,Medium Shade,,18,57,37,22,14,6,32,48,15,43,23,20,,,5,43,16,,,,,
940 110008003692,w192258,940 110009540744,3764,Medium Shade,2,13,14,25,43,67,59,2,11,22,12,58,23,,,11,77,20,,,,,
940 110008003692,w192258,940 110009539959,w192501,Medium Shade,12,41,47,21,52,6,21,11,29,11,10,10,3,,,,11,2,,,,,
940 110008003692,w192258,940 110009541554,2435,Medium Shade,6,52,55,15,9,43,11,1,39,30,9,24,4,,,2,9,16,,,,,
940 110008003692,w192258,940 110009538667,2378,Medium Shade,3,18,22,30,42,10,15,20,72,63,,37,24,,,3,21,2,,,,,
940 110008003692,w192258,940 110009541019,W192051,Medium Shade,21,27,41,48,38,28,36,25,17,4,11,1,2,,,,14,12,,,,,
940 110008003692,w192258,940 110019088512,2525,Medium Shade,5,27,26,27,40,16,34,2,64,10,16,50,10,,,,84,33,,,,,
940 110008003692,w192258,940 110009540872,y1052,Medium Shade,16,43,38,19,15,29,8,7,41,123,5,6,12,,,,35,5,,,,,
940 110008003692,w192258,940 110012567418,y471,Medium Shade,,29,47,31,21,41,13,3,28,35,27,13,,,,6,33,,,,,,
940 110008003692,w192258,940 110012567777,W192402,Medium Shade,2,41,43,34,28,36,24,7,22,42,27,4,10,,,1,10,6,,,,,
940 110008003692,w192258,940 110009541492,2949,Medium Shade,1,12,40,25,12,27,17,16,39,11,5,3,2,,,10,44,2,,,,,
940 110008003692,w192258,940 110009539763,w9285,Medium Shade,,33,26,8,48,25,9,1,18,63,2,5,42,,,,79,29,,,,,
940 110008003692,w192258,940 110012566508,2403,Medium Shade,40,42,22,101,23,37,140,89,20,29,1,11,48,,,3,81,1,,,,,
940 110008003692,w192258,940 110009541417,2308,Medium Shade,5,41,29,14,28,7,13,128,10,22,8,3,17,,,,71,7,,,,,
940 110008003692,w192258,940 110009538626,w984,Medium Shade,,40,21,19,17,3,32,2,13,20,5,3,,,,1,27,5,,,,,
940 110008003692,w192258,940 110019088560,2588,Medium Shade,16,49,50,77,36,33,57,77,42,26,6,23,38,,,5,20,6,,,,,
940 110008003692,w192258,940 110009539591,w796,Medium Shade,4,13,39,27,23,27,82,50,22,9,18,1,5,,,,4,,,,,,
940 110008003692,w192258,940 110009540569,w743,Medium Shade,,39,29,37,30,17,58,17,17,20,6,4,15,,,30,10,2,,,,,
940 110008003692,w192258,940 110009540741,w275,Medium Shade,1,52,29,25,34,43,23,3,26,3,7,26,4,,,10,51,28,,,,,
940 110008003692,w192258,940 110012566861,w949,Medium Shade,13,30,44,60,69,23,28,7,21,18,23,5,1,,,,24,3,,,,,
940 110008003692,w192258,940 110009538492,w192361,Medium Shade,2,6,19,31,21,19,11,16,60,58,7,4,8,,,10,60,4,,,,,
940 110008003692,w192258,940 110009540573,2509,Medium Shade,25,11,23,9,45,10,22,2,20,12,9,72,32,,,,43,45,,,,,
940 110008003692,w192258,940 110012566440,3722,Medium Shade,1,46,84,50,32,38,55,97,47,19,25,8,29,,,8,42,38,,,,,
940 110008003692,w192258,940 110009541058,2368,Medium Shade,2,25,39,23,19,17,29,24,42,13,7,31,1,,,18,55,16,,,,,
940 110008003692,w192258,940 110009531315,w192428,Medium Shade,2,12,29,23,2,9,15,1,18,13,9,35,22,,,1,26,3,,,,,
940 110008003692,w192258,940 110009423237,2585,Medium Shade,3,27,40,59,19,16,19,3,6,36,1,18,11,,,9,21,46,,,,,
940 110008003692,w192258,940 110019091210,y1075,Medium Shade,1,27,40,18,37,38,18,4,34,12,2,1,11,,,,,,,,,,
940 110008003692,w192258,940 110009541432,w1788,Medium Shade,,31,24,48,35,13,9,3,13,89,10,13,19,,,4,32,62,,,,,
940 110008003692,w192258,940 110012567642,w9283,Medium Shade,12,50,44,102,69,45,51,37,18,68,14,29,53,,,2,68,9,,,,,
940 110008003692,w192258,940 110012554604,w192295,Medium Shade,5,19,73,71,45,32,25,3,21,58,8,97,23,,,1,47,2,,,,,
940 110008003692,w192258,940 110009538313,2992,Medium Shade,12,46,27,11,14,48,11,28,31,14,171,93,8,,,,35,18,,,,,
940 110008003692,w192258,940 110012554739,w1745,Medium Shade,,31,36,29,7,70,14,1,24,10,11,8,16,,,12,49,16,,,,,
940 110008003692,w192258,940 110009530580,2386,Medium Shade,5,47,57,20,17,32,33,12,22,43,16,6,,,,5,126,4,,,,,
940 110008003692,w192258,940 110009540276,w192123,Medium Shade,,17,18,26,7,34,35,2,33,16,8,77,4,,,,,,,,,,
940 110008003692,w192258,940 110019090724,2306,Medium Shade,11,23,29,55,33,34,16,19,92,30,17,54,26,,,7,68,2,,,,,
940 110008003692,w192258,940 110009540824,2377,Medium Shade,25,15,14,16,11,46,5,7,17,16,,38,14,,,26,74,33,,,,,
940 110008003692,w192258,940 110009540034,y1057,Medium Shade,1,28,30,29,15,40,21,91,59,37,3,15,6,,,,,,,,,,
940 110008003692,w192258,940 110009541500,2310,Medium Shade,5,14,47,18,17,32,26,13,62,12,15,101,8,,,9,113,169,,,,,
940 110008003692,w192258,940 110012566578,2996,Medium Shade,1,17,56,84,15,36,13,9,60,34,9,245,18,,,1,32,,,,,,
940 110008003692,w192258,940 110019088592,2024,Medium Shade,19,31,32,12,8,7,14,77,30,34,3,22,13,,,42,38,6,,,,,
940 110008003692,w192258,940 110019091964,y451,Medium Shade,10,26,38,81,29,24,22,16,64,37,9,5,24,,,3,22,7,,,,,
940 110008003692,w192258,940 110009541400,2497,Medium Shade,22,38,51,38,21,26,25,52,22,15,7,28,8,,,1,64,1,,,,,
940 110008003692,w192258,940 110012567493,w781,Medium Shade,,,,,,,,,6,4,4,5,20,,,3,40,,,,,,
940 110008003692,w192258,940 110012567433,w9276,Medium Shade,1,49,47,34,14,47,20,32,31,20,38,104,2,,,43,16,3,,,,,
940 110008003692,w192258,940 110019090664,w778,Medium Shade,2,18,28,38,36,30,18,64,52,23,27,1,5,,,,20,,,,,,
940 110008003692,w192258,940 110009540342,2414,Medium Shade,,35,21,53,24,39,41,70,42,19,4,10,29,,,,37,3,,,,,
940 110008003692,w192258,940 110012567889,2421,Medium Shade,4,26,25,60,6,17,36,1,9,4,11,8,,,,12,91,,,,,,
940 110008003692,w192258,940 110009538634,3000,Medium Shade,10,20,26,36,37,10,18,32,14,45,20,128,24,,,1,57,17,,,,,
940 110008003692,w192258,940 110012565445,y1008,Medium Shade,,20,30,33,30,6,20,10,23,37,19,28,6,,,27,14,1,,,,,
940 110008003692,w192258,940 110012566812,y1030,Medium Shade,4,10,25,27,34,17,11,5,59,15,18,41,23,,,,66,1,,,,,
940 110008003692,w192258,940 110009541620,3768,Medium Shade,2,87,56,47,53,67,23,93,68,43,18,19,32,,,3,205,105,,,,,
940 110008003692,w192258,940 110009538665,2315,Medium Shade,,33,30,21,62,27,18,14,55,55,5,4,13,,,12,21,5,,,,,
940 110008003692,w192258,940 110012568034,2390,Medium Shade,3,25,32,36,71,19,56,2,32,75,68,32,5,,,,52,23,,,,,
940 110008003692,w192258,940 110009539598,2597,Medium Shade,,46,41,26,24,28,14,11,43,14,36,8,3,,,4,42,5,,,,,
940 110008003692,w192258,940 110009538800,w192595,Medium Shade,8,13,30,19,22,13,8,14,61,5,92,29,18,,,,31,131,,,,,
940 110008003692,w192258,940 110009420489,1473,Medium Shade,5,42,50,20,66,33,8,18,50,7,,159,,,,,65,17,,,,,
940 110008003692,w192258,940 110009540683,2466,Medium Shade,,10,29,33,42,37,56,2,37,24,4,3,1,,,33,21,17,,,,,
940 110008003692,w192258,940 110009538769,y1002,Medium Shade,22,33,23,40,19,24,23,19,23,22,3,8,5,,,5,9,22,,,,,
940 110008003692,w192258,940 110012565637,w1625,Medium Shade,3,16,43,23,61,18,87,,46,24,9,4,2,,,10,10,2,,,,,
940 110008003692,w192258,940 110009541617,2408,Medium Shade,2,22,36,42,28,30,58,3,29,73,16,4,29,,,33,47,8,,,,,
940 110008003692,w192258,940 110009541300,2462,Medium Shade,8,35,28,31,14,7,39,25,31,47,19,48,12,,,8,49,21,,,,,
940 110008003692,w192258,940 110012567356,W192374,Medium Shade,1,59,26,24,11,31,58,15,25,19,14,59,12,,,,,,,,,,
940 110008003692,w192258,940 110019090424,w282,Medium Shade,1,14,87,53,63,59,28,23,51,14,5,11,28,,,1,59,2,,,,,
940 110008003692,w192258,940 110019091427,w192523,Medium Shade,16,43,21,11,13,16,26,3,13,4,32,59,1,,,,,,,,,,
940 110008003692,w192258,940 110012554827,3718,Medium Shade,,15,23,24,29,31,48,18,37,63,71,1,25,,,2,41,140,,,,,
940 110008003692,w192258,940 110012568175,2476,Medium Shade,1,9,13,14,13,36,20,3,22,27,8,58,39,,,,43,27,,,,,
940 110008003692,w192258,940 110012553833,2465,Medium Shade,3,27,35,31,31,42,11,35,62,21,9,11,14,,,75,19,6,,,,,
940 110008003692,w192258,940 110009541128,W1775,Medium Shade,,53,27,28,15,18,45,78,20,142,36,3,9,,,,40,53,,,,,
940 110008003692,w192258,940 110019091548,y425,Medium Shade,5,35,28,19,10,8,39,1,48,9,6,32,22,,,3,25,39,,,,,
940 110008003692,w192258,940 110012568054,2452,Medium Shade,1,18,31,14,9,17,41,1,38,29,20,19,12,,,48,23,7,,,,,
940 110008003692,w192258,940 110009540324,2609,Medium Shade,1,37,33,15,37,21,26,61,37,48,11,37,9,,,3,64,37,,,,,
940 110008003692,w192258,940 110009539892,W1578,Medium Shade,16,17,66,34,37,33,22,46,71,12,11,38,1,,,,60,10,,,,,
940 110008003692,w192258,940 110009539347,w192244,Medium Shade,,6,18,96,23,10,23,,7,19,,6,4,,,3,73,56,,,,,
940 110008003692,w192258,940 110009538519,2985,Medium Shade,,21,23,32,7,46,20,16,15,11,50,6,1,,,3,20,2,,,,,
940 110008003692,w192258,940 110009541583,2569,Medium Shade,16,33,47,75,31,30,111,109,47,37,5,28,26,,,24,91,54,,,,,
940 110008003692,w192258,940 110012567879,2994,Medium Shade,23,36,21,32,45,12,4,2,35,32,2,27,15,,,53,19,1,,,,,
940 110008003692,w192258,940 110012553990,2360,Medium Shade,8,53,36,22,9,10,22,28,24,16,18,4,2,,,1,21,2,,,,,
940 110008003692,w192258,940 110009539438,3761,Medium Shade,3,8,17,28,37,7,5,6,20,5,5,29,15,,,4,54,,,,,,
940 110008003692,w192258,940 110009540105,w192314,Medium Shade,,29,36,45,25,26,36,13,89,21,96,9,4,,,9,76,119,,,,,
940 110008003692,w192258,940 110009540051,y1102,Medium Shade,2,10,28,30,40,46,26,19,42,2,5,23,3,,,5,26,84,,,,,
940 110008003692,w192258,940 110009538466,w253,Medium Shade,14,35,28,38,35,49,26,9,15,17,2,17,18,,,40,33,16,,,,,
940 110008003692,w192258,940 110009541422,3734,Medium Shade,,,,,,,,,23,7,,30,5,,,,52,49,,,,,
940 110008003692,w192258,940 110019092820,w766,Medium Shade,17,35,60,28,23,41,36,42,33,22,38,108,23,,,2,39,,,,,,
940 110008003692,w192258,940 110012568163,Y1100,Medium Shade,6,35,78,30,12,56,71,6,48,7,66,69,,,,,39,22,,,,,
940 110008003692,w192258,940 110019089951,w192323,Medium Shade,,,,,,,,,23,6,3,59,33,,,3,73,,,,,,
940 110008003692,w192258,940 110009540230,w192575,Medium Shade,2,23,44,77,25,18,25,16,30,16,9,25,6,,,,15,3,,,,,
940 110008003692,w192258,940 110009541329,y462,Medium Shade,,31,35,54,35,31,10,,73,32,33,9,2,,,14,60,,,,,,
940 110008003692,w192258,940 110012565603,3721,Medium Shade,14,16,57,22,43,15,12,14,25,53,47,12,57,,,1,47,3,,,,,
940 110008003692,w192258,940 110009541424,2677,Medium Shade,15,11,33,17,19,39,27,,37,27,5,7,54,,,,15,,,,,,
940 110008003692,w192258,940 110009538669,w192272,Medium Shade,11,54,12,41,28,23,13,45,46,35,10,4,,,,,,,,,,,
940 110008003692,w192258,940 110012567096,w192033,Medium Shade,6,74,19,39,19,14,36,124,97,36,6,26,29,,,,11,12,,,,,
940 110008003692,w192258,940 110009539528,w232,Medium Shade,1,54,63,62,21,55,57,21,16,48,13,5,28,,,9,32,,,,,,
940 110008003692,w192258,940 110012553723,w1527,Medium Shade,,37,56,23,23,31,43,13,41,2,8,48,19,,,84,42,16,,,,,
940 110008003692,w192258,940 110009541163,2892,Medium Shade,1,30,33,43,23,21,35,33,35,6,1,,7,,,,,,,,,,
940 110008003692,w192258,940 110009538983,w192443,Medium Shade,8,63,30,67,55,44,13,2,23,22,3,4,3,,,,,,,,,,
940 110008003692,w192258,940 110009539850,2977,Medium Shade,8,34,49,61,50,28,19,13,39,78,,35,2,,,,6,,,,,,
940 110008003692,w192258,940 110009541005,w1581,Medium Shade,1,34,48,48,17,25,27,31,23,26,12,30,23,,,57,64,34,,,,,
940 110008003692,w192258,940 110009538980,w1680,Medium Shade,9,40,34,50,23,27,12,27,27,20,5,9,18,,,,105,1,,,,,
940 110008003692,w192258,940 110019092819,3757,Medium Shade,4,23,53,53,30,51,35,68,42,30,34,113,8,,,23,79,128,,,,,
940 110008003692,w192258,940 110019091241,2367,Medium Shade,7,29,43,31,77,36,25,33,15,50,1,52,1,,,2,35,8,,,,,
940 110008003692,w192258,940 110009422214,w1648,Medium Shade,12,45,45,16,18,36,28,36,37,18,8,7,2,,,14,19,29,,,,,
940 110008003692,w192258,940 110012565629,2311,Medium Shade,,63,35,30,44,28,20,52,18,22,4,96,22,,,12,19,143,,,,,
940 110008003692,w192258,940 110019088638,2655,Medium Shade,1,37,32,25,31,26,24,3,22,41,5,12,1,,,,,,,,,,
940 110008003692,w192258,940 110009538579,3755,Medium Shade,,,,,,,,,7,1,7,17,,,,5,53,14,,,,,
940 110008003692,w192258,940 110019088481,w192206,Medium Shade,8,49,44,63,23,37,23,4,22,55,,37,4,,,12,77,17,,,,,
940 110008003692,w192258,940 110009541056,2334,Medium Shade,,45,33,39,46,24,77,20,35,7,25,142,9,,,19,30,3,,,,,
940 110008003692,w192258,940 110009539931,y1119,Medium Shade,21,119,31,47,39,90,39,12,51,79,10,11,5,,,27,91,9,,,,,
940 110008003692,w192258,940 110009541611,2692,Medium Shade,1,19,36,35,14,64,14,11,84,17,42,55,1,,,70,17,5,,,,,
940 110008003692,w192258,940 110009540164,3731,Medium Shade,,18,23,20,22,21,33,13,13,15,9,10,16,,,12,11,3,,,,,
940 110008003692,w192258,940 110009538761,2894,Medium Shade,,37,43,23,16,23,39,4,17,13,107,57,40,,,1,20,12,,,,,
940 110008003692,w192258,940 110009541060,2349,Medium Shade,3,33,38,10,39,35,25,79,42,10,11,56,12,,,1,25,21,,,,,
940 110008003692,w192258,940 110019090786,4056,Medium Shade,33,59,86,49,24,51,29,24,24,158,16,86,46,,,3,85,48,,,,,
940 110008003692,w192258,940 110009422288,5426,Medium Shade,,9,32,44,21,5,12,,5,7,6,20,28,,,17,35,5,,,,,
940 110008003692,w192258,940 110012565625,w793,Medium Shade,13,29,51,32,16,16,16,24,34,18,,31,5,,,1,74,17,,,,,
940 110008003692,w192258,940 110009422162,2531,Medium Shade,37,81,48,58,76,46,32,6,48,88,5,29,15,,,,3,5,,,,,
940 110008003692,w192258,940 110009541106,2039,Medium Shade,1,37,28,79,18,109,31,38,33,16,6,48,11,,,20,33,32,,,,,
940 110008003692,w192258,940 110019090704,w192029,Medium Shade,11,82,38,53,28,98,43,139,17,13,4,4,,,,,,,,,,,
