Ram_EID,Ram_coller,Ewe_EID,Ewe_coller,Plot,14/2/2023,15/2/2023,16/2/2023,17/2/2023,18/2/2023,19/2/2023,20/2/2023,21/2/2023,22/2/2023,23/2/2023,24/2/2023,25/2/2023,26/2/2023,27/2/2023,28/2/2023,1/3/2023,2/3/2023,3/3/2023,4/3/2023,5/3/2023,6/3/2023,7/3/2023
940 110012305980,w1637,940 110009538631,2618,No Shade,17,42,36,35,25,77,110,50,58,53,67,88,90,20,56,48,60,67,42,15,75,
940 110012305980,w1637,940 110009540610,2891,No Shade,14,37,25,19,26,29,27,61,50,35,67,26,18,21,66,23,35,30,17,15,,
940 110012305980,w1637,940 110006719384,2557,No Shade,12,46,67,33,34,17,36,42,50,88,63,34,39,40,70,42,68,38,30,83,33,
940 110012305980,w1637,940 110009538791,2321,No Shade,10,18,36,10,10,13,24,31,16,42,31,16,27,81,43,38,50,79,43,79,2,
940 110012305980,w1637,940 110009423185,2340,No Shade,14,60,57,9,10,34,46,24,32,20,27,42,37,110,84,54,26,29,54,27,69,
940 110012305980,w1637,940 110006545066,9284,No Shade,12,36,41,26,17,41,65,52,53,65,28,40,72,72,110,97,67,42,94,105,97,
940 110012305980,w1637,940 110009541085,2365,No Shade,17,32,41,69,80,37,54,33,40,76,62,29,67,128,29,21,86,60,27,4,,
940 110012305980,w1637,940 110009541538,2514,No Shade,18,40,20,52,30,37,45,50,75,58,24,37,34,43,70,64,34,37,33,14,47,
940 110012305980,w1637,940 110009421854,3729,No Shade,3,28,45,49,44,57,38,61,59,78,56,31,57,71,71,42,68,79,81,49,62,
940 110012305980,w1637,940 110012553565,3753,No Shade,20,47,29,68,64,39,29,62,43,72,103,148,37,36,112,34,61,110,27,63,63,
940 110012305980,w1637,940 110009538428,3721,No Shade,18,27,60,22,32,37,35,54,68,41,60,51,45,61,64,39,33,69,49,41,70,
940 110012305980,w1637,940 110009538672,2549,No Shade,14,19,31,37,16,34,31,85,26,34,49,24,9,,,,,,,,,
940 110012305980,w1637,940 110009540428,W1698,No Shade,13,23,37,42,25,40,52,75,35,72,72,68,19,5,28,5,15,7,8,11,,
940 110012305980,w1637,940 110009538450,2486,No Shade,26,33,46,52,80,77,24,65,89,54,7,18,35,32,85,35,36,49,125,32,43,
940 110012305980,w1637,940 110009538938,2999,No Shade,13,62,36,36,53,43,35,32,20,79,86,55,28,20,38,26,39,59,46,61,16,
940 110012305980,w1637,940 110009540904,2504,No Shade,6,9,140,32,18,43,34,25,24,46,59,95,12,44,51,27,22,28,25,75,7,
940 110012305980,w1637,940 110009541010,W1751,No Shade,20,34,58,27,34,47,55,50,64,72,93,49,42,49,88,53,27,110,43,31,,
940 110012305980,w1637,940 110012566693,2708,No Shade,23,23,57,59,78,36,13,77,118,59,33,60,46,43,133,51,44,74,127,93,126,
940 110012305980,w1637,940 110006543850,w1559,No Shade,11,13,53,4,10,48,34,41,52,43,31,48,45,36,44,38,33,46,56,81,5,
940 110012305980,w1637,940 110012554100,w192014,No Shade,2,19,55,41,32,23,49,35,48,41,12,34,24,94,74,67,19,89,43,18,81,
940 110012305980,w1637,940 110012565619,w797,No Shade,6,21,25,32,22,35,41,28,33,27,66,48,24,32,46,33,57,59,62,33,24,
940 110012305980,w1637,940 110012567583,Y465,No Shade,8,25,16,37,47,38,42,64,61,132,56,22,30,80,89,29,55,72,95,37,10,
940 110012305980,w1637,940 110012554855,W934,No Shade,14,33,66,39,45,60,78,58,60,47,43,37,46,39,44,37,49,61,28,35,,
940 110012305980,w1637,940 110009541227,W1695,No Shade,17,19,28,33,56,38,31,126,48,42,45,64,51,45,67,57,29,45,95,45,6,
940 110012305980,w1637,940 110009422824,O77,No Shade,7,40,65,56,62,58,36,66,84,34,64,41,59,56,89,47,29,61,41,63,17,
940 110012305980,w1637,940 110006543923,2035,No Shade,12,53,45,87,52,41,32,22,51,64,73,47,42,17,37,21,32,39,17,24,25,
940 110012305980,w1637,940 110012554680,w192579,No Shade,10,34,23,27,61,31,35,76,76,50,41,93,33,44,70,75,70,133,24,34,2,
940 110012305980,w1637,940 110009539504,2716,No Shade,15,8,25,18,18,49,31,43,41,43,62,29,48,17,29,24,65,35,53,16,,
940 110012305980,w1637,940 110012554841,w192108,No Shade,8,23,24,15,67,18,34,46,49,40,59,32,60,47,25,16,70,59,36,31,43,
940 110012305980,w1637,940 110009538716,2527,No Shade,10,50,24,31,21,44,41,44,45,44,36,3,7,4,8,,,,,,,
940 110012305980,w1637,940 110009538648,2554,No Shade,24,48,27,15,42,27,41,65,35,65,23,86,37,27,43,31,50,57,51,24,145,
940 110012305980,w1637,940 110009541616,3761,No Shade,13,44,47,36,14,41,29,56,35,50,62,29,45,30,42,30,49,40,46,24,1,
940 110012305980,w1637,940 110006544437,W192094,No Shade,14,44,24,21,22,26,41,66,76,47,81,104,65,18,34,50,64,34,60,46,,
940 110012305980,w1637,940 110012565638,2341,No Shade,7,23,26,23,47,34,39,56,136,52,109,58,44,37,98,32,72,35,55,46,51,
940 110012305980,w1637,940 110009539115,w232,No Shade,9,18,24,9,20,22,28,33,27,34,52,20,42,50,40,40,18,42,25,34,19,
940 110012305980,w1637,940 110012565593,2565,No Shade,12,32,15,93,32,45,49,86,81,44,122,30,34,50,57,82,96,45,43,52,71,
940 110012305980,w1637,940 110006543857,2462,No Shade,14,59,90,63,55,44,56,48,95,69,54,79,29,36,51,35,33,39,79,68,80,
940 110012305980,w1637,940 110012567575,2575,No Shade,13,9,61,25,51,40,37,32,68,74,77,85,43,50,98,71,28,60,45,111,,
940 110012305980,w1637,940 110009423168,Y457,No Shade,8,21,38,77,54,40,17,63,49,79,39,36,78,60,105,23,45,46,104,64,43,
940 110012305980,w1637,940 110006543881,2439,No Shade,19,38,67,38,65,65,38,76,93,74,48,71,43,69,122,46,47,79,107,65,142,
940 110012305980,w1637,940 110012566988,2561,No Shade,13,31,21,59,43,88,30,49,64,75,81,69,92,56,96,52,41,40,84,104,119,
940 110012305980,w1637,940 110009538608,2954,No Shade,16,40,34,40,31,35,40,43,43,38,87,60,67,18,52,42,50,17,33,40,,
940 110012305980,w1637,940 110012553575,W1506,No Shade,3,18,38,32,39,35,36,24,107,35,80,89,56,68,93,42,18,38,80,46,21,
940 110012305980,w1637,940 110006719998,2598,No Shade,24,22,33,57,9,77,21,34,14,25,35,20,32,61,44,11,13,15,29,39,21,
940 110012305980,w1637,940 110009539564,o41,No Shade,31,27,21,18,42,17,46,64,24,47,34,17,22,25,27,13,46,34,28,13,1,
940 110007343058,2636,940 110012553776,w237,High Shade,11,81,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539746,2992,High Shade,2,82,,,,,,,,,4,,,,,,,,,,,
940 110007343058,2636,940 110012568314,w192120,High Shade,8,16,,,,,,,,,,1,,1,,,,1,,,,
940 110007343058,2636,940 110006544244,2587,High Shade,14,42,,,,,,,,,,,,,,,,,,1,,
940 110007343058,2636,940 110009540446,2344,High Shade,7,35,,,,,,,,,,,,,,1,,,,,,
940 110007343058,2636,940 110009539164,w977,High Shade,9,48,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009423060,w192029,High Shade,7,18,,,1,,,1,,,,,,,,,,,,,,
940 110007343058,2636,940 110006720265,y493,High Shade,14,39,,,1,,,,,,,,,,,1,,,,,,
940 110007343058,2636,940 110012564941,w805,High Shade,9,30,,,,,,,,,,,,,,,,1,,,,
940 110007343058,2636,940 110012568291,3723,High Shade,10,21,,,,,,,,,,,,,1,,,,,,,
940 110007343058,2636,940 110009423166,2369,High Shade,81,77,,,,,,,,,2,,,,,,,,,,,
940 110007343058,2636,940 110009539721,y428,High Shade,94,12,,,,,1,1,,,,,2,,,,,,,,,
940 110007343058,2636,940 110012567125,y1057,High Shade,4,29,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009538623,w1614,High Shade,7,24,,,,,,,,,,,,,,,,,,1,2,
940 110007343058,2636,940 110009421859,w1682,High Shade,15,50,,,,,,,,,2,1,,,,,,,,,,
940 110007343058,2636,940 110009422277,2335,High Shade,10,21,,,,,,,,,,,,,,1,,,,,,
940 110007343058,2636,940 110012554501,3736,High Shade,14,78,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009541435,2670,High Shade,9,24,,,1,,,,,,,,,,,,1,,,,,
940 110007343058,2636,940 110009541504,y1085,High Shade,10,22,,,13,,14,,,1,6,,1,3,,,,,,,,
940 110007343058,2636,940 110009541433,2668,High Shade,11,22,,,,,,,,,1,,,,,1,,,,1,,
940 110007343058,2636,940 110009539749,Y444,High Shade,7,43,,,,,3,2,,,1,,,1,,,,,,,,
940 110007343058,2636,940 110009540889,2692,High Shade,3,23,,,,,,4,,,2,1,,,,,,,,,,
940 110007343058,2636,940 110012566822,w192192,High Shade,12,16,,,,,,,,1,,,,,,,,,,,,
940 110007343058,2636,940 110009539587,2660,High Shade,33,42,,,9,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009541618,3796,High Shade,54,31,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012568230,y1024,High Shade,15,25,,,,,,,,,3,,,,,,,,,,,
940 110007343058,2636,940 110009539846,w213,High Shade,19,25,,,,,,,,,,,,,,3,,,,,,
940 110007343058,2636,940 110012554845,o39,High Shade,6,12,,,,1,,,,,2,,,1,,,,,,,,
940 110007343058,2636,940 110006544234,w210,High Shade,17,23,,,,,3,,,2,,,,,,,,,,,,
940 110007343058,2636,940 110009538774,y1071,High Shade,10,49,,,,,,,,,,,,,,,,1,,,,
940 110007343058,2636,940 110012554588,w192377,High Shade,16,19,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012565444,2690,High Shade,14,45,,,,,1,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009423109,3752,High Shade,9,20,,,,1,,,,,1,,,,,1,,,,,,
940 110007343058,2636,940 110012567632,w1704,High Shade,8,99,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012554433,w263,High Shade,8,38,,,,,,1,,,,,,,,1,,,,,,
940 110007343058,2636,940 110009541595,3799,High Shade,9,14,,,1,,1,,,,,,,,,,,,,2,,
940 110007343058,2636,940 110006720428,w192040,High Shade,21,62,,,,,,,,,3,,,,,1,,,,,,
940 110007343058,2636,940 110006544527,w192530,High Shade,16,53,,,,,,,,,,,,,,,,,,1,,
940 110007343058,2636,940 110009541103,2993,High Shade,11,41,,,,,,,,,,2,,,,3,,,,,2,
940 110007343058,2636,940 110009540290,w793,High Shade,12,20,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110006543930,2323,High Shade,16,39,,,,,,1,,,,,1,,,1,,,,,,
940 110007343058,2636,940 110009541577,y1092,High Shade,14,33,,,,1,1,1,6,,,,,,,,,,,,,
940 110007343058,2636,940 110012566730,w1554,High Shade,20,39,,,,,,,,,,1,,,,,,,,,,
940 110007343058,2636,940 110012566557,2676,High Shade,20,58,,,,,,,,,,1,,,,1,,,,,,
940 110007343058,2636,940 110009541001,w192172,High Shade,12,25,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012567424,w1749,High Shade,16,28,,,,,,,,,2,,,,,,,,,,,
940 110007343058,2636,940 110006544315,w192244,High Shade,18,25,,,2,,,,,2,,,,,,,,,,,,
940 110007343058,2636,940 110009541027,3756,High Shade,14,13,,,,,1,,,,,,,,2,,,,,,,
940 110007343058,2636,940 110006544655,2543,High Shade,10,10,,,,,,,,,1,,,,,,,,,,,
940 110007343058,2636,940 110009422835,2607,High Shade,9,26,,,,,,,,,,,,,1,,,,,,,
940 110007343058,2636,940 110009540229,y1052,High Shade,37,40,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009541461,w1671,High Shade,15,63,,,,,,,,,,,,,,,1,,,,,
940 110007343058,2636,940 110012567887,2955,High Shade,13,59,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012567296,w1789,High Shade,13,47,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539379,2348,High Shade,8,78,,,,,,,7,,6,,,,,,2,,,,,
940 110007343058,2636,940 110012554735,w9282,High Shade,13,25,,,1,,,,,,1,,,,,,,,,,,
940 110007343058,2636,940 110012554714,2417,High Shade,5,29,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110006544832,2659,High Shade,26,34,,,,,,1,,2,1,,1,,,,4,,,,,
940 110007343058,2636,940 110009540147,2412,High Shade,6,35,,,,,,,,,,,1,,,,,,,,,
940 110007343058,2636,940 110009538571,2975,High Shade,6,17,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012553605,2986,High Shade,11,19,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539147,2432,High Shade,19,37,,,,,1,3,,,3,,,,,1,,,,,,
940 110007343058,2636,940 110009540892,w192519,High Shade,6,22,,,,,,1,1,,,,,,,,,,,,,
940 110007343058,2636,940 110009422294,y435,High Shade,5,18,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009540041,2682,High Shade,8,30,,,1,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009541089,w1781,High Shade,21,24,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539063,w233,High Shade,14,46,,,,,,,,,,,1,,2,,,,,,,
940 110007343058,2636,940 110006544442,w1597,High Shade,20,30,,,,,,,,,,,,,,,,,,1,,
940 110007343058,2636,940 110009540280,y433,High Shade,10,28,,,,,,1,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539497,w192253,High Shade,4,73,,,,,,,,,,,3,,,,,,,1,,
940 110007343058,2636,940 110009541679,2018,High Shade,24,41,,,,,,,,,,,,,,,,,,,1,
940 110007343058,2636,940 110006544659,3737,High Shade,7,80,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539523,2496,High Shade,13,47,,,1,,,,,,,1,,,,,1,,,,,
940 110007343058,2636,940 110009539215,y1100,High Shade,7,27,,,,,,,,,,,,,,,,,,1,1,
940 110007343058,2636,940 110006720372,w764,High Shade,22,25,,,,,,,,2,,,,,,,,,,,,
940 110007343058,2636,940 110006543949,y451,High Shade,3,47,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012566735,2715,High Shade,5,48,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539432,2559,High Shade,8,36,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009423155,2391,High Shade,25,23,,,,,,,,,,,,1,,,,,,2,,
940 110007343058,2636,940 110009541259,2966,High Shade,11,24,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009540159,w1658,High Shade,9,27,,,,,,2,,,,,,,,1,,,,,,
940 110007343058,2636,940 110009538772,2991,High Shade,11,36,,,,,,1,,,,,,,5,1,,,,,,
940 110007343058,2636,940 110012567143,w1512,High Shade,5,48,,,1,,,2,,2,,,,,,,,,,1,,
940 110007343058,2636,940 110012567054,2371,High Shade,9,71,,,,,,,,,2,,,,,,,,,,,
940 110007343058,2636,940 110012564957,2624,High Shade,12,61,,,,,,2,,,,1,2,,,,,,,1,,
940 110007343058,2636,940 110009538653,w745,High Shade,11,110,,,,,,,,,,,,1,,,,,,,,
940 110007343058,2636,940 110012567558,2705,High Shade,11,24,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012567214,w1739,High Shade,12,21,,,,,,1,,2,,1,,,1,,,,,,,
940 110007343058,2636,940 110012567049,2564,High Shade,5,22,,,,,,,,,,,,,1,,,,,,,
940 110007343058,2636,940 110012568205,w192001,High Shade,6,32,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009422291,2484,High Shade,14,14,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012565375,w102300,High Shade,5,33,,,,,,,,,1,,,,,,,,,,,
940 110007343058,2636,940 110009539426,y470,High Shade,12,13,,,,,,,,3,,,,,,,,,,,,
940 110007343058,2636,940 110009540852,w1627,High Shade,15,33,,,1,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110016191529,w192587,High Shade,3,27,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012567022,y477,High Shade,6,8,,,,,,,,,1,1,,,,,,,,,,
940 110007343058,2636,940 110009540645,2984,High Shade,11,30,,,,,,,,,,,,,,1,1,,,,,
940 110007343058,2636,940 110012554843,2596,High Shade,12,20,,,,,,,,4,2,,,,,,6,,,,2,
940 110007343058,2636,940 110009540691,2317,High Shade,5,35,,,,,,1,,,2,,,,,,,,,,,
940 110007343058,2636,940 110009540400,2435,High Shade,29,26,,,,,,1,,,,,,,1,,,,,,,
940 110007343058,2636,940 110009539500,W192295,High Shade,12,74,,,1,,,,,,,,,,,,,,,1,,
940 110007343058,2636,940 110009538885,2590,High Shade,7,57,,,,,,,,2,,,,,,1,,,,1,2,
940 110007343058,2636,940 110009421864,2599,High Shade,19,37,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539560,2560,High Shade,7,19,,,,,,,,,,,3,,,,,,,,,
940 110007343058,2636,940 110009423244,w287,High Shade,15,18,,,,,1,,,,,,,,,,1,,,,,
940 110007343058,2636,940 110009538900,2455,High Shade,17,14,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009423257,w192008,High Shade,14,119,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009422837,2963,High Shade,9,38,,,,,,,,,,,,,,,1,,,,,
940 110007343058,2636,940 110009538890,2606,High Shade,12,65,,,,,1,,4,1,1,,,,,,,,,,,
940 110007343058,2636,940 110006720148,2016,High Shade,11,21,,,,,,,,,,,4,,,,,,,,,
940 110007343058,2636,940 110009539017,3728,High Shade,10,21,,,,,,,,3,,,,,,,,,,,,
940 110007343058,2636,940 110009539441,w1602,High Shade,6,75,,,1,,1,,,,4,,,,,,,,,,,
940 110007343058,2636,940 110009541284,w795,High Shade,6,84,,,,,,1,,,,,2,,,,2,,,,,
940 110007343058,2636,940 110009540523,2399,High Shade,17,55,,,,,,,,,,,,,,,,,,1,,
940 110007343058,2636,940 110009539123,2523,High Shade,10,47,,,,,1,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009423220,W991,High Shade,8,54,,,,,,,,,2,,,1,,,,,,,,
940 110007343058,2636,940 110009541182,w1758,High Shade,12,30,,,,,,1,,,,,,,,,,,,,,
940 110007343058,2636,940 110012568040,2951,High Shade,25,56,,,,1,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110011991139,w192383,High Shade,11,28,,,,,,,,,,1,,,,,,1,,,,
940 110007343058,2636,940 110012554675,w192110,High Shade,13,163,,,,,,,,,,,1,,,,,,,1,,
940 110007343058,2636,940 110009541631,w1624,High Shade,15,48,,,,,,1,,,,,,,,1,,,,2,,
940 110007343058,2636,940 110009422297,3747,High Shade,17,36,,,,,2,,9,,,,,3,,,,,,,,
940 110007343058,2636,940 110012564910,3793,High Shade,11,22,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009538743,w192423,High Shade,9,37,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012567203,w192316,High Shade,11,23,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539726,3732,High Shade,8,56,,,,,,,,2,,,2,,,1,,,,,,
940 110007343058,2636,940 110012554375,2714,High Shade,6,21,,,,,,1,,,,,,,,,,,,,,
940 110007343058,2636,940 110012568096,2643,High Shade,14,22,,,1,,,,,4,,,,,,1,,,,,,
940 110007343058,2636,940 110012566714,o75,High Shade,11,15,,,,,,,,,,,1,,,,,,,,,
940 110007343058,2636,940 110009538720,2922,High Shade,7,39,,,,1,,,,,6,,3,,,,,,,1,,
940 110007343058,2636,940 110009539574,2647,High Shade,8,40,,,,,,1,,,3,,1,,,,,,,,,
940 110007343058,2636,940 110012566936,w192195,High Shade,18,48,,,,,,,,,,,,,,2,,,,,,
940 110007343058,2636,940 110009539425,w192042,High Shade,10,21,,,,,,,,,1,,,,,,,,,2,,
940 110007343058,2636,940 110006544528,2697,High Shade,29,9,,,,,,,,,,,,,,,,1,,1,,
940 110007343058,2636,940 110012553700,2384,High Shade,14,54,,,6,,1,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539765,2653,High Shade,5,20,,,,,,,1,,2,,,,,,,,,,,
940 110007343058,2636,940 110009539995,2464,High Shade,8,64,,,,,,,,,,,,,,,1,,,,,
940 110007343058,2636,940 110009540880,w192149,High Shade,8,57,,,9,1,,,,,4,,,,,,,,,1,,
940 110007343058,2636,940 110009423238,2644,High Shade,7,40,,,,,,,,,6,,,,,,1,,,,,
940 110007343058,2636,940 110012554299,w192350,High Shade,10,23,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012554672,w765,High Shade,10,28,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110006719210,2392,High Shade,13,39,,,,,1,1,,,,,,2,,,,,,,,
940 110007343058,2636,940 110009539113,2674,High Shade,5,546,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009540994,W9510,High Shade,52,29,,,,,,,,,,,1,,,,,,,,,
940 110007343058,2636,940 110006544251,y1075,High Shade,22,17,,,,1,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110006544225,w9278,High Shade,5,31,,,,,,,,20,2,,,,,,,,,,,
940 110007343058,2636,940 110009538766,Y1036,High Shade,15,37,,,,,,,,,,,,,,,,,,1,,
940 110007343058,2636,940 110006720131,2638,High Shade,16,57,,,1,,,1,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539963,w192206,High Shade,13,29,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539186,2511,High Shade,19,28,,,1,,,,,,,2,1,,,,,,,,1,
940 110007343058,2636,940 110012565425,w192249,High Shade,5,29,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110006543957,9538,High Shade,12,24,,,,,,,,,,,,,,,,,,,1,
940 110007343058,2636,940 110009541586,y471,High Shade,15,19,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009538677,y1055,High Shade,14,22,,,,,1,3,,,,,,,1,,,,,,,
940 110007343058,2636,940 110009539288,2640,High Shade,15,26,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012567798,w1630,High Shade,18,73,,,,,,1,,,,2,,,,1,,,,1,,
940 110007343058,2636,940 110009541350,w9333,High Shade,10,23,,,,,,,10,,,,,,,1,,1,,,,
940 110007343058,2636,940 110006719988,w1767,High Shade,13,25,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009422880,y1060,High Shade,43,17,,,,,,,,,,,1,,,,1,,,,,
940 110007343058,2636,940 110012567539,w744,High Shade,16,62,,,,,,1,,,,,,,,,,,,,1,
940 110007343058,2636,940 110012553652,2997,High Shade,6,12,,,,,,,,2,,,,,,,,,,,,
940 110007343058,2636,940 110006720115,y1077,High Shade,8,72,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110012566479,w1750,High Shade,6,25,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009538652,2706,High Shade,7,105,,,,,2,,,,,,,,,,,,,1,,
940 110007343058,2636,940 110009539745,2934,High Shade,14,16,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009422175,2592,High Shade,31,24,,,,,2,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009423189,2713,High Shade,5,82,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009539701,w192007,High Shade,4,23,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110006544430,2665,High Shade,89,79,,,,,,2,,,,,,,,1,,,,,,
940 110007343058,2636,940 110006720577,2588,High Shade,8,15,,,2,,,3,,1,2,,,,,,,,,,,
940 110007343058,2636,940 110009540112,2995,High Shade,12,48,,,,,,2,,,,,,,,,,,,,,
940 110007343058,2636,940 110012553789,2974,High Shade,8,38,,,,,,2,,,,,,,,,,,,,,
940 110007343058,2636,940 110009540863,W273,High Shade,10,42,,,,,,1,,,,,,,,1,,,,,,
940 110007343058,2636,940 110006718446,2558,High Shade,21,32,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110006543999,w192107,High Shade,5,40,,,,,,,,,,,1,,,,1,,,,,
940 110007343058,2636,940 110009423145,2685,High Shade,21,32,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009421860,2892,High Shade,5,27,,,,,,1,,,,,,,,,,,,,,
940 110007343058,2636,940 110009541193,2550,High Shade,17,32,,,1,,,,,,,2,,,,,,,,,,
940 110007343058,2636,940 110009540937,w9504,High Shade,11,46,,,,,,,,,,,1,,,1,,,,,,
940 110007343058,2636,940 110012567653,2900,High Shade,4,30,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009422307,w1629,High Shade,7,29,,,,,,,,,,,,,,,,,,,,
940 110007343058,2636,940 110009422302,2656,High Shade,7,27,,,,,,1,,,,,,,,1,,,,,,
940 110007343058,2636,940 110009541187,w1653,High Shade,12,29,,,1,,,,,,,,,,1,,,,,,,
940 110007343058,2636,940 110009538693,2027,High Shade,17,36,,,,,1,2,,,,,2,,,,,,,,,
940 110007343058,2636,940 110009539443,2334,High Shade,27,31,,,3,,1,1,,,,,,,,,,,,1,1,
940 110007343058,2636,940 110006544810,w393,High Shade,21,35,,,,,1,,,6,,1,,,,,,,,,1,
940 110007343058,2636,940 110006544961,2461,High Shade,18,93,,,,,,,,,1,1,,,,,1,,,,,
940 110007343058,2636,940 110009540606,2686,High Shade,19,17,,,,,,,,,1,,,,,,,,,2,,
